Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,P3,Pz,P4,O1
-35.764,-29.724,-26.807,-27.782,-35.317,-36.454,-27.669,-27.571,-25.164,-25.773,-34.100,-32.364,-37.098,-37.143,-32.967,-33.251
-48.711,-40.772,-36.579,-37.880,-48.902,-49.985,-38.453,-37.592,-34.539,-35.355,-46.829,-45.133,-50.653,-51.186,-44.918,-46.054
-29.676,-24.823,-22.324,-22.836,-29.610,-30.382,-23.160,-22.602,-20.844,-21.482,-28.290,-26.996,-30.678,-31.216,-26.826,-28.296
-31.360,-25.886,-23.465,-24.147,-31.076,-32.041,-24.344,-24.114,-22.020,-22.446,-29.996,-28.689,-32.371,-32.690,-28.652,-29.605
-53.117,-44.759,-40.356,-41.597,-53.524,-55.627,-41.965,-41.244,-38.190,-38.690,-51.692,-50.159,-55.915,-56.347,-49.420,-50.690
-43.710,-36.823,-33.202,-33.751,-43.764,-45.613,-34.207,-33.598,-31.079,-31.733,-41.751,-40.903,-45.553,-46.312,-40.805,-41.611
-31.199,-25.623,-23.613,-24.285,-31.123,-32.179,-24.242,-23.760,-21.923,-22.354,-29.408,-29.147,-32.087,-32.943,-29.089,-29.698
-18.296,-14.900,-13.752,-14.305,-18.261,-18.381,-13.686,-13.615,-12.541,-13.176,-16.756,-16.531,-18.539,-19.011,-16.771,-17.014
-7.165,-5.708,-6.107,-5.294,-7.332,-7.605,-4.981,-5.326,-4.751,-5.287,-6.563,-6.260,-6.892,-7.584,-6.694,-6.507
0.188,0.837,-0.490,0.105,0.230,0.057,1.026,0.354,0.740,-0.181,0.447,1.016,0.572,0.362,0.164,0.427
3.307,3.759,2.089,2.423,3.349,3.218,3.127,2.696,2.949,2.212,3.582,3.767,3.571,3.567,2.957,3.118
2.684,2.669,1.297,2.039,2.395,2.025,2.608,1.923,2.693,1.824,3.468,3.176,2.931,2.700,2.631,2.298
-0.189,0.264,-0.715,-0.208,-0.529,-0.245,0.383,-0.139,0.754,-0.143,0.109,0.093,0.354,0.195,-0.263,-0.220
-3.527,-2.213,-2.634,-2.978,-3.528,-3.168,-2.280,-2.297,-1.355,-2.371,-2.484,-2.419,-2.823,-3.109,-2.826,-2.724
-3.967,-2.582,-2.833,-2.911,-3.727,-3.968,-2.503,-2.812,-1.831,-2.603,-2.816,-2.852,-3.368,-4.017,-3.551,-3.532
-1.005,-0.053,-0.881,-0.823,-0.666,-0.556,0.115,-0.483,0.341,-0.495,-0.101,-0.113,-0.281,-0.653,-0.387,-0.757
6.149,6.108,4.483,4.967,6.272,7.014,5.725,5.430,5.465,4.693,6.794,7.095,7.186,7.163,6.266,6.345
17.072,15.383,12.919,13.931,17.450,18.340,14.556,13.677,13.678,12.209,17.427,17.676,18.943,18.518,16.569,16.725
29.983,26.475,22.930,23.531,30.413,31.437,25.047,23.602,22.613,21.757,30.074,29.898,32.191,32.376,28.763,29.205
42.743,36.951,32.420,33.377,43.078,45.025,34.975,33.386,31.768,30.843,42.462,41.804,45.488,45.774,40.781,41.582
52.685,45.416,39.388,40.773,52.928,55.414,42.717,41.042,38.803,37.884,51.919,50.511,55.421,56.224,49.866,50.309
57.183,49.066,43.204,44.430,57.922,59.935,46.475,44.490,42.133,40.976,56.390,55.232,60.357,61.253,53.870,55.188
55.173,47.269,41.789,43.365,56.041,58.244,45.107,43.360,40.867,40.366,54.541,53.297,59.012,59.893,52.516,53.513
47.616,40.773,35.846,37.373,47.975,50.055,38.541,37.157,35.167,34.313,46.821,46.184,50.448,51.240,45.075,45.685
34.662,29.933,26.091,27.080,35.033,36.070,27.819,27.004,25.682,24.796,34.071,33.633,36.736,37.072,32.733,33.373
18.041,16.656,13.787,14.486,18.674,19.671,15.203,14.398,13.918,13.280,18.479,18.321,19.449,20.049,17.623,18.175
1.639,2.363,1.306,1.851,2.693,2.445,1.941,1.881,2.172,1.404,2.753,2.971,2.193,2.570,2.434,1.783
-12.130,-9.487,-9.008,-9.084,-11.216,-12.387,-9.455,-9.415,-7.889,-8.669,-11.193,-10.586,-12.590,-12.482,-10.613,-11.542
-22.041,-18.026,-16.546,-16.691,-21.067,-22.607,-17.319,-16.694,-15.163,-15.784,-21.044,-20.579,-22.731,-22.891,-19.701,-20.895
-26.733,-22.022,-20.318,-20.493,-26.086,-27.636,-21.066,-20.303,-18.867,-19.530,-25.577,-25.067,-27.760,-28.019,-24.854,-25.502
-26.678,-21.986,-20.158,-20.789,-25.935,-27.485,-20.873,-20.267,-19.065,-19.296,-25.833,-24.826,-27.862,-27.751,-24.823,-25.625
-23.243,-19.509,-17.731,-18.112,-22.748,-23.575,-18.319,-17.638,-16.484,-17.131,-22.529,-21.849,-24.279,-24.127,-21.646,-22.383
-18.951,-15.329,-14.084,-14.297,-18.177,-18.895,-14.606,-14.054,-13.228,-13.828,-17.922,-17.267,-19.308,-19.643,-17.112,-18.204
-14.911,-12.031,-10.990,-11.376,-14.567,-15.164,-11.388,-11.365,-10.722,-10.672,-14.048,-13.796,-15.533,-15.615,-13.357,-14.482
-14.097,-11.263,-10.655,-10.686,-13.592,-14.110,-10.682,-10.588,-10.097,-10.007,-13.036,-13.167,-14.305,-14.815,-12.725,-13.526
-16.620,-13.599,-12.740,-13.016,-16.025,-17.371,-12.692,-12.755,-11.647,-12.381,-15.631,-15.652,-17.499,-17.489,-15.294,-15.941
-22.685,-18.916,-17.204,-17.738,-22.536,-23.338,-17.864,-17.278,-16.058,-16.190,-21.551,-21.366,-23.830,-24.066,-21.184,-21.723
-31.396,-25.967,-23.571,-24.105,-30.716,-31.693,-24.553,-23.840,-21.937,-21.974,-29.436,-28.939,-32.838,-33.054,-28.986,-29.428
-39.714,-32.742,-30.026,-30.836,-39.111,-40.603,-31.276,-30.491,-27.900,-28.374,-37.589,-37.074,-41.646,-41.867,-36.675,-37.607
-45.973,-37.824,-34.290,-35.379,-44.996,-47.136,-36.092,-34.642,-32.244,-32.773,-43.585,-42.554,-47.562,-48.189,-41.978,-43.475
-47.447,-39.081,-35.487,-36.756,-46.591,-48.584,-37.089,-35.925,-33.594,-33.885,-45.141,-44.406,-49.210,-50.013,-43.540,-44.987
-43.040,-35.442,-32.712,-33.400,-42.767,-44.366,-33.884,-32.569,-30.572,-30.966,-41.242,-40.392,-45.151,-45.587,-39.656,-40.745
-32.602,-27.156,-24.828,-25.316,-32.416,-33.490,-25.401,-24.893,-23.054,-23.711,-31.124,-30.954,-34.358,-34.985,-30.527,-31.341
-18.016,-14.627,-13.515,-13.517,-17.597,-18.315,-13.480,-13.570,-12.454,-12.771,-16.679,-16.442,-18.523,-19.022,-16.232,-16.387
26.415,23.114,20.494,21.000,27.006,28.229,22.221,20.783,19.885,19.499,26.061,25.447,27.953,28.485,25.183,25.867
43.801,38.268,33.443,34.785,44.672,46.853,36.134,34.489,32.509,32.263,42.865,42.532,46.695,46.894,41.517,42.771
31.885,27.608,24.030,24.995,32.255,34.141,26.249,24.993,23.566,23.556,31.143,30.884,34.007,33.762,30.375,30.584
41.795,36.339,31.826,32.771,42.318,44.264,34.257,32.944,30.694,30.797,41.475,40.391,44.629,44.993,39.381,40.717
45.928,40.387,34.489,35.774,46.716,48.949,37.589,36.162,33.577,33.554,45.391,44.227,49.420,49.686,43.490,44.512
44.550,39.241,33.821,34.449,45.543,47.091,36.627,34.859,32.529,33.035,44.039,42.721,47.635,47.852,42.057,42.516
38.563,33.942,29.512,29.757,39.480,40.630,31.794,30.016,28.219,28.451,38.044,37.139,40.936,41.314,36.466,36.881
30.173,26.721,23.190,23.388,31.045,32.604,25.295,23.334,22.274,22.116,29.927,29.442,31.903,32.674,28.926,28.876
21.786,19.869,16.894,16.964,22.878,23.777,18.403,17.091,16.276,16.340,22.148,21.623,23.642,23.944,20.929,20.784
15.862,14.349,12.142,12.113,16.858,17.175,12.812,12.517,11.748,12.127,16.094,15.881,16.958,17.516,15.230,15.126
13.010,11.513,10.041,10.194,14.010,14.468,11.019,10.530,9.806,10.207,12.970,13.477,14.249,14.532,13.003,12.515
13.528,12.413,10.767,11.115,15.013,15.633,12.171,11.447,10.699,11.094,14.009,14.320,15.390,15.751,13.833,13.563
17.447,15.872,13.548,14.022,18.479,19.088,15.309,14.641,13.437,14.100,17.808,17.799,19.316,19.604,16.962,16.943
22.097,20.139,17.253,17.706,22.896,23.694,19.133,18.018,16.819,17.556,21.802,22.466,23.924,24.557,21.233,21.491
25.434,22.804,19.698,20.313,26.586,27.223,21.677,20.674,19.211,19.886,25.187,25.703,27.720,28.240,24.385,24.471
25.422,23.077,20.088,20.169,26.576,27.375,21.494,20.311,19.097,20.117,25.289,25.289,27.732,28.026,24.755,24.564
20.559,18.548,16.061,16.036,21.579,22.437,17.708,16.693,15.553,16.149,20.686,20.575,22.649,22.703,19.764,19.777
11.085,10.280,8.672,8.552,11.713,12.276,9.765,9.089,8.062,8.911,10.713,11.164,12.811,12.387,10.840,10.377
-3.057,-1.611,-2.217,-2.355,-2.489,-2.136,-1.382,-1.773,-2.338,-1.478,-2.574,-2.146,-2.329,-2.873,-2.988,-2.928
-19.097,-15.827,-14.453,-15.542,-18.972,-19.583,-14.547,-14.038,-14.050,-13.524,-18.421,-17.459,-19.654,-20.579,-18.059,-18.439
-35.399,-29.704,-26.655,-27.779,-35.181,-36.400,-27.408,-26.791,-25.339,-25.305,-34.151,-32.977,-36.826,-37.352,-33.588,-33.543
-48.484,-40.900,-36.313,-37.952,-48.531,-50.094,-38.484,-36.996,-35.054,-34.789,-46.526,-45.334,-50.880,-51.147,-45.786,-46.229
-56.209,-47.913,-42.526,-44.157,-56.635,-58.324,-44.724,-43.342,-41.032,-40.768,-54.673,-52.957,-59.481,-60.008,-53.257,-54.061
-57.893,-49.183,-43.916,-45.183,-58.239,-59.748,-45.995,-44.617,-41.843,-41.862,-56.286,-54.471,-60.507,-61.705,-54.549,-55.580
-53.318,-44.919,-39.842,-41.602,-53.406,-54.841,-42.087,-40.787,-38.477,-38.768,-51.780,-49.961,-55.595,-56.776,-50.081,-51.405
-43.360,-36.662,-32.622,-34.133,-43.760,-45.075,-34.445,-33.274,-31.402,-31.875,-41.992,-40.814,-45.776,-46.111,-41.069,-41.498
-0.419,-0.115,0.028,-0.314,-0.115,-0.121,0.186,-0.069,0.235,-0.291,-0.117,0.048,-0.177,-0.076,-0.544,0.030
-0.598,-0.087,0.372,-0.108,-0.073,-0.363,0.233,-0.149,-0.115,0.218,-0.505,-0.168,0.003,0.064,-0.650,-0.115
-0.752,0.036,0.201,-0.283,-0.235,-0.402,0.211,0.059,-0.209,0.083,-0.366,0.282,0.083,0.196,-0.465,0.090
-0.623,0.220,0.273,-0.065,0.059,0.386,0.130,-0.011,-0.231,0.069,-0.417,0.662,-0.155,0.035,-0.523,0.062
-0.657,0.336,0.380,-0.166,-0.343,-0.118,0.014,0.111,-0.039,-0.125,-0.353,0.653,0.088,-0.148,-0.696,0.113
-0.312,0.446,0.325,-0.031,-0.540,-0.396,0.348,0.140,-0.221,0.183,-0.399,0.294,0.446,-0.111,-1.025,-0.133
-0.758,0.474,-0.073,0.023,-0.326,0.043,0.357,0.059,-0.200,0.236,-0.721,0.023,0.138,0.032,-0.889,0.070
-0.410,0.478,-0.009,-0.260,-0.247,0.514,0.512,0.207,-0.047,-0.042,-0.696,0.272,0.003,0.068,-0.789,-0.135
-0.395,0.422,0.445,-0.305,-0.376,0.293,0.324,0.402,-0.099,0.377,-0.854,-0.149,-0.101,0.041,-1.197,-0.088
-0.416,0.049,0.095,-0.186,-0.233,0.257,-0.132,0.104,-0.180,0.299,-0.793,-0.038,0.389,-0.053,-0.523,-0.236
-0.251,-0.055,-0.117,-0.367,-0.206,0.011,0.210,0.126,-0.038,0.116,-0.739,0.324,0.154,-0.133,-0.823,-0.335
-0.054,0.286,-0.144,-0.369,0.084,0.153,0.468,0.220,-0.079,0.166,-0.901,-0.020,0.254,0.604,-0.246,-0.028
0.206,0.079,-0.222,-0.379,0.043,0.234,0.468,0.108,-0.170,0.195,-0.775,-0.367,0.384,0.672,-0.324,-0.046
0.313,-0.011,-0.316,-0.199,-0.018,0.341,0.579,0.073,0.058,-0.110,-0.795,-0.507,0.294,0.460,0.030,-0.029
0.233,0.101,-0.241,-0.462,0.156,0.023,0.470,0.182,0.068,0.191,-0.287,-0.519,0.536,0.435,-0.013,-0.049
0.362,0.163,-0.166,-0.507,0.143,0.012,1.197,0.518,0.004,0.096,-0.439,-0.013,0.255,0.189,0.257,-0.103
0.176,-0.376,-0.233,-0.300,0.121,0.381,0.891,0.263,-0.045,-0.344,-0.701,-0.003,0.303,0.327,0.599,-0.204
0.048,-0.226,-0.604,-0.122,-0.253,0.388,0.611,0.263,-0.041,-0.035,-0.523,0.242,0.420,0.482,0.345,-0.219
0.157,-0.233,-0.372,-0.220,-0.117,0.068,0.568,-0.291,0.118,-0.116,-0.646,-0.172,0.486,0.279,0.340,-0.426
0.269,-0.038,-0.099,-0.193,0.079,-0.395,0.389,0.087,0.043,-0.401,-0.331,-0.405,0.145,0.304,0.059,-0.667
0.178,-0.113,-0.252,-0.192,-0.146,-0.389,0.189,0.034,0.423,-0.562,-0.136,-0.470,0.320,0.058,-0.267,-0.214
0.024,-0.053,-0.459,-0.364,-0.273,-0.331,0.349,0.081,0.294,-0.358,-0.278,-0.825,0.233,0.176,0.031,-0.226
-0.130,-0.150,-0.211,-0.213,-0.100,-0.253,0.414,-0.204,0.314,-0.480,-0.424,-0.311,0.244,0.163,-0.086,-0.189
0.159,-0.169,-0.322,-0.134,-0.114,-0.179,0.220,-0.119,0.161,-0.359,-0.181,-0.106,0.254,-0.038,-0.169,-0.110
0.138,0.020,-0.586,0.010,-0.371,-0.145,0.260,-0.033,0.123,-0.201,-0.136,-0.098,0.087,0.188,-0.191,-0.044
0.210,0.353,-0.382,-0.136,0.007,-0.246,0.306,-0.076,-0.164,-0.124,0.082,-0.428,-0.170,-0.017,-0.217,0.279
0.227,0.159,-0.533,-0.328,-0.147,-0.480,0.447,0.011,-0.189,-0.217,0.138,-0.298,-0.132,0.089,-0.338,0.073
0.089,0.230,-0.388,-0.377,-0.015,-0.463,0.261,0.086,0.054,-0.325,-0.078,-0.299,-0.267,0.456,-0.217,0.029
0.109,0.305,-0.188,-0.284,-0.105,-0.437,0.327,0.204,-0.113,0.007,0.418,-0.210,-0.145,0.232,-0.224,0.121
0.429,0.185,-0.153,-0.424,0.011,-0.310,0.195,0.410,-0.062,-0.146,0.158,-0.620,-0.209,0.231,0.178,0.346
-0.006,0.451,-0.378,-0.259,-0.010,-0.655,0.338,0.699,-0.149,-0.089,0.271,-0.584,-0.136,-0.157,-0.094,0.294
0.021,0.738,-0.234,-0.615,-0.187,-0.519,0.542,0.543,-0.217,-0.762,-0.120,-0.720,-0.171,-0.275,-0.425,0.096
0.014,0.654,-0.236,-0.467,-0.009,-0.422,0.398,0.452,0.019,-0.266,-0.190,-0.574,-0.169,0.200,-0.161,-0.318
0.169,0.752,-0.128,0.060,0.103,-0.633,0.757,0.550,0.252,-0.057,-0.333,-0.227,-0.640,0.318,-0.141,-0.212
0.072,0.559,-0.153,-0.277,-0.109,-0.676,0.359,0.246,0.067,-0.070,-0.598,-0.300,-0.639,0.353,-0.480,-0.182
-0.098,0.681,-0.070,-0.320,-0.416,-0.344,0.623,0.217,0.016,0.048,-0.134,-0.293,-0.576,0.371,-0.510,-0.401
-0.088,0.533,-0.017,-0.344,-0.262,-0.298,0.855,0.892,0.018,-0.398,-0.183,-0.525,-0.599,0.547,-0.224,-0.006
0.332,0.332,-0.003,-0.210,-0.034,-0.409,0.684,0.444,-0.142,-0.518,-0.298,-0.252,-0.562,0.052,-0.254,0.170
0.364,0.150,-0.032,-0.403,-0.011,-0.372,0.433,0.261,-0.021,-0.591,-0.383,0.112,-0.229,-0.117,0.169,-0.167
