Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,P3,Pz,P4,O1
28.708,23.730,30.955,26.389,22.684,29.542,27.052,25.459,23.332,21.561,26.020,24.784,30.095,27.246,26.779,28.214
4.462,4.081,5.810,4.358,3.684,4.483,4.200,4.656,4.031,3.577,4.361,3.606,4.813,4.274,4.524,5.879
-16.614,-13.400,-16.174,-14.767,-12.081,-17.251,-15.943,-13.197,-12.722,-12.292,-14.810,-14.655,-17.556,-15.918,-15.450,-14.164
-25.327,-19.975,-24.895,-22.948,-19.001,-26.462,-24.181,-20.350,-19.919,-18.766,-22.752,-22.427,-26.456,-24.270,-23.679,-21.930
-19.539,-14.877,-18.561,-17.361,-14.525,-19.837,-18.373,-15.102,-14.818,-14.772,-17.052,-16.900,-20.010,-18.122,-17.571,-16.566
-3.799,-2.640,-2.503,-3.608,-2.469,-3.782,-3.714,-2.388,-2.633,-3.087,-2.947,-2.959,-3.610,-3.154,-2.930,-2.244
12.798,10.500,14.187,11.605,10.111,13.606,12.196,11.488,10.262,8.824,11.601,10.578,13.267,12.243,12.630,13.634
22.625,18.433,24.793,20.945,18.197,24.053,22.110,20.278,19.032,16.788,20.594,19.451,24.427,22.119,22.237,23.012
25.575,20.490,27.095,23.130,20.351,26.518,24.465,22.226,20.969,18.777,23.113,21.271,27.161,24.609,24.934,25.237
23.204,19.318,24.614,21.504,18.086,23.750,22.238,21.001,19.159,17.342,21.364,19.537,24.730,22.526,22.841,22.937
21.073,16.948,22.039,19.669,16.468,21.279,20.206,18.691,17.460,15.778,19.176,17.386,21.820,20.360,20.402,20.865
20.263,16.855,21.874,19.312,16.459,20.709,19.772,18.673,17.161,15.999,18.942,17.260,21.517,20.176,20.287,20.903
20.586,17.070,22.147,19.387,16.490,21.255,20.097,18.664,17.680,15.269,19.019,17.579,22.006,20.494,20.539,20.766
18.046,14.776,19.216,16.473,14.443,18.399,17.219,15.764,15.461,13.726,16.016,15.355,19.154,17.720,17.375,18.169
9.684,7.911,10.724,9.132,8.267,9.729,9.469,8.454,8.765,7.531,8.685,8.135,10.578,9.786,9.459,10.046
-2.032,-1.525,-1.443,-1.342,-1.085,-1.502,-1.586,-1.026,-0.746,-1.709,-1.815,-1.967,-1.435,-1.178,-1.462,-0.942
-10.865,-8.432,-10.459,-9.345,-8.173,-11.283,-10.606,-8.479,-8.098,-7.918,-9.837,-9.568,-11.012,-10.303,-9.964,-8.864
-10.495,-7.810,-9.909,-8.907,-7.504,-10.877,-9.773,-8.010,-7.762,-7.288,-8.962,-9.272,-9.954,-9.935,-9.520,-8.210
3.336,2.913,3.665,2.825,2.706,2.725,3.145,3.988,2.926,3.133,2.681,2.338,3.452,3.417,3.389,4.412
24.827,20.930,26.828,22.920,19.993,25.995,23.795,22.080,20.872,19.568,22.319,21.529,26.431,24.367,23.969,24.961
45.607,37.814,48.248,42.246,35.371,47.759,43.570,39.777,37.265,34.828,41.020,39.273,48.373,44.163,43.798,43.661
53.987,44.620,57.491,50.298,42.183,56.767,51.940,47.105,44.226,41.278,48.906,46.816,57.441,52.542,51.865,51.731
44.791,37.338,47.489,41.658,34.522,46.785,42.814,39.436,36.706,33.860,40.311,38.414,47.847,43.951,43.172,43.236
20.076,17.122,21.787,19.233,15.628,21.104,19.474,18.470,16.953,15.587,18.020,17.219,22.160,20.182,19.846,20.531
-8.164,-6.219,-8.526,-6.897,-6.524,-8.591,-7.861,-5.951,-5.986,-5.984,-7.964,-7.862,-8.253,-7.629,-7.274,-6.715
-27.788,-22.275,-28.960,-24.725,-21.491,-29.548,-26.541,-22.588,-21.957,-20.424,-25.373,-25.415,-28.299,-26.772,-25.932,-24.714
-28.693,-22.893,-29.952,-26.212,-22.492,-31.095,-27.714,-23.836,-23.107,-21.557,-26.488,-26.148,-29.985,-27.575,-27.348,-25.970
-12.036,-9.510,-12.324,-10.617,-9.362,-13.253,-11.497,-9.611,-9.660,-8.807,-11.393,-10.758,-12.277,-11.572,-11.038,-10.066
14.185,11.876,15.379,13.984,10.872,14.508,13.881,13.233,11.584,10.841,12.603,12.077,15.282,14.144,14.130,14.438
36.310,30.145,39.104,34.945,28.435,38.773,35.716,32.607,30.033,27.639,33.290,31.865,38.980,36.146,35.672,36.226
44.843,37.014,48.356,42.662,35.057,47.826,43.831,39.783,37.171,34.217,41.142,39.461,48.059,43.979,44.092,44.006
36.941,30.597,40.330,35.041,29.054,39.543,36.559,33.355,30.492,28.031,34.074,32.837,39.497,36.456,36.355,36.381
18.919,15.246,20.533,17.980,14.710,19.494,18.111,17.339,15.602,13.850,16.849,16.435,20.111,18.653,18.448,18.910
-1.503,-0.788,-0.662,-0.317,-1.048,-1.025,-1.139,0.211,-0.382,-1.200,-1.311,-0.954,-0.796,-0.506,-0.286,0.061
-13.809,-11.040,-13.741,-11.593,-10.787,-14.472,-13.235,-10.602,-11.067,-10.365,-12.830,-12.088,-13.884,-12.698,-12.117,-11.789
-15.783,-13.093,-15.988,-13.316,-12.824,-16.795,-15.585,-12.751,-12.699,-12.058,-15.329,-14.149,-15.991,-15.040,-14.622,-13.854
-11.338,-9.368,-11.164,-9.385,-8.604,-11.850,-10.660,-8.675,-8.786,-8.592,-10.800,-10.043,-10.846,-10.527,-9.838,-9.578
-4.639,-4.660,-4.353,-3.488,-3.405,-5.334,-4.591,-3.130,-3.613,-3.628,-4.695,-4.279,-4.089,-4.672,-3.445,-3.629
-1.169,-1.123,-0.569,-0.387,-0.070,-0.951,-0.623,0.353,-0.811,-0.719,-1.068,-1.160,0.022,-0.951,-0.010,-0.130
-0.591,-0.264,-0.008,0.762,0.404,-0.409,-0.128,0.481,0.013,-0.296,-0.342,-0.478,0.858,-0.243,0.860,0.495
0.218,0.231,0.955,1.519,0.874,0.533,0.620,1.244,0.605,0.652,1.059,0.394,1.208,0.162,1.014,1.715
3.790,2.990,5.095,4.773,4.049,4.519,4.044,4.480,3.655,3.090,4.864,3.476,5.312,3.611,4.496,5.034
10.640,8.160,11.725,10.265,8.866,10.738,10.427,9.873,8.842,7.776,10.445,8.979,11.740,9.967,10.303,11.101
15.272,12.229,17.149,14.455,12.899,16.239,14.766,13.596,12.748,11.141,14.547,13.165,17.332,14.715,15.080,16.091
12.737,10.298,14.337,12.505,10.441,13.403,12.501,11.338,11.114,9.499,12.418,11.115,14.851,12.697,12.744,13.281
0.320,-0.002,0.992,1.168,0.800,-0.067,0.306,0.299,0.939,0.030,0.644,0.201,1.193,0.504,0.565,1.001
-20.108,-16.179,-19.664,-16.683,-15.196,-20.607,-18.907,-16.825,-15.512,-14.943,-17.262,-17.148,-20.090,-18.718,-17.907,-17.507
-38.276,-31.508,-39.038,-34.295,-29.680,-40.510,-36.971,-32.623,-30.809,-29.462,-34.400,-33.103,-40.292,-36.649,-35.805,-34.959
-45.679,-38.038,-47.513,-41.788,-36.193,-49.094,-44.395,-39.447,-37.352,-35.370,-41.520,-40.184,-48.139,-44.417,-43.089,-42.199
-37.499,-30.333,-38.347,-33.522,-28.699,-39.708,-36.282,-31.589,-30.070,-28.307,-33.740,-32.375,-39.016,-36.059,-35.057,-34.165
-15.072,-11.920,-14.853,-12.806,-11.765,-16.004,-14.104,-12.283,-12.007,-11.348,-13.191,-12.411,-14.955,-14.156,-13.365,-13.240
11.426,9.366,13.046,11.408,8.839,11.658,11.326,10.299,9.721,8.431,10.616,9.916,12.708,11.334,11.331,11.680
28.176,23.171,30.746,26.519,21.886,29.610,27.200,24.654,23.393,21.313,26.034,24.947,30.376,28.097,27.062,27.868
27.204,22.315,29.497,25.607,21.075,28.436,26.084,24.022,22.129,20.316,24.753,23.982,28.881,26.810,26.266,26.279
7.701,6.421,8.858,7.679,6.027,8.254,7.144,7.520,6.320,5.427,6.879,6.970,8.605,7.681,8.030,7.542
-20.828,-17.303,-21.167,-18.790,-16.666,-22.164,-19.889,-17.528,-16.934,-16.601,-19.387,-18.237,-22.060,-19.737,-19.347,-19.292
-45.182,-37.094,-46.436,-40.814,-35.528,-48.170,-43.470,-38.806,-36.752,-34.763,-41.555,-39.497,-47.460,-43.428,-42.774,-42.077
-54.515,-44.410,-56.832,-49.744,-42.510,-58.321,-52.497,-46.447,-44.335,-42.100,-50.239,-48.021,-56.968,-52.842,-51.677,-50.726
-46.346,-37.542,-47.668,-41.835,-35.792,-49.250,-44.451,-39.551,-37.387,-34.916,-42.268,-40.418,-48.058,-44.497,-43.258,-42.546
-25.599,-20.174,-26.166,-23.009,-19.536,-27.510,-24.646,-21.694,-20.839,-19.574,-23.376,-22.008,-26.695,-24.353,-23.674,-23.430
-3.912,-2.919,-3.468,-2.680,-2.670,-4.311,-3.701,-3.203,-3.161,-3.303,-3.730,-3.108,-3.687,-3.358,-2.851,-2.696
9.566,8.216,10.405,9.761,7.857,9.614,9.312,7.644,7.374,6.759,7.957,8.258,9.974,9.234,10.246,9.154
9.920,8.488,11.599,10.126,8.268,10.524,9.717,8.880,8.420,7.304,8.800,8.961,10.796,9.543,10.332,9.575
1.331,1.676,2.236,1.320,1.778,1.207,1.199,1.063,1.527,0.317,1.074,0.987,1.434,1.309,1.539,1.128
-10.273,-8.260,-9.543,-8.943,-7.367,-11.424,-10.103,-8.506,-8.222,-7.665,-9.632,-9.179,-10.388,-9.906,-9.753,-9.168
-18.629,-14.485,-18.478,-16.406,-13.929,-20.004,-17.461,-15.603,-14.873,-14.172,-17.202,-16.427,-19.007,-18.017,-16.996,-16.941
-21.289,-17.052,-21.685,-18.848,-16.107,-23.159,-20.606,-18.082,-17.487,-16.072,-19.567,-18.933,-22.354,-20.559,-19.834,-19.636
-20.957,-16.673,-21.708,-19.203,-15.714,-22.777,-20.473,-17.687,-17.129,-15.938,-19.376,-18.712,-21.956,-20.291,-19.460,-19.203
-21.208,-16.824,-21.705,-19.255,-16.055,-23.027,-20.622,-18.423,-17.165,-15.964,-19.967,-18.940,-22.390,-20.546,-19.618,-19.427
-23.570,-18.927,-24.294,-21.448,-17.684,-25.400,-22.998,-20.028,-18.525,-17.628,-21.960,-20.946,-25.129,-22.469,-21.857,-21.624
-26.194,-20.318,-26.902,-23.752,-19.815,-27.412,-25.078,-22.306,-20.485,-19.551,-23.715,-22.850,-27.435,-24.849,-23.790,-23.861
-23.391,-18.376,-24.099,-21.462,-18.169,-24.867,-22.578,-20.344,-18.450,-17.678,-21.301,-20.389,-24.778,-22.289,-21.246,-21.952
-13.590,-9.700,-13.283,-11.863,-10.271,-13.598,-12.499,-11.484,-10.160,-9.716,-11.553,-11.663,-13.898,-12.604,-11.609,-11.497
2.980,3.032,4.136,2.762,2.465,3.604,3.169,2.266,3.175,2.171,3.015,2.800,3.371,3.115,3.637,3.387
18.169,15.425,20.189,16.805,14.217,19.888,17.693,15.772,15.451,14.125,16.755,16.210,19.573,18.185,18.521,17.862
24.099,20.458,26.190,22.808,18.576,25.377,23.283,20.558,20.185,18.250,22.552,21.210,25.775,23.751,24.071,24.001
15.923,13.439,16.811,14.904,12.004,16.703,15.345,13.704,12.927,12.088,14.440,13.523,17.109,15.685,15.997,16.076
-4.574,-3.364,-4.712,-3.675,-4.059,-5.205,-4.992,-4.448,-3.742,-4.051,-3.987,-4.242,-5.083,-4.821,-4.112,-4.153
-28.369,-22.833,-29.657,-25.928,-22.683,-30.466,-27.714,-24.679,-23.154,-21.851,-26.311,-25.285,-30.226,-27.655,-26.507,-26.613
-43.484,-34.516,-45.657,-39.750,-34.574,-46.252,-42.114,-37.343,-35.199,-32.379,-40.118,-38.175,-45.505,-41.801,-40.875,-40.337
-40.337,-32.451,-42.430,-36.253,-31.701,-42.371,-39.570,-34.694,-32.466,-30.669,-37.183,-35.146,-42.217,-39.039,-37.833,-38.142
-19.895,-15.362,-20.718,-17.342,-15.392,-20.381,-19.218,-16.343,-15.700,-14.656,-18.435,-17.276,-20.629,-18.932,-18.318,-18.332
39.684,33.266,42.481,37.673,31.300,42.801,38.529,34.716,33.422,30.949,36.307,35.575,42.731,38.821,38.419,38.077
64.644,53.751,68.974,60.714,50.702,69.393,62.555,56.504,53.166,49.876,59.703,57.300,69.260,63.721,62.381,62.082
73.776,61.323,78.504,69.542,58.440,79.053,71.554,64.520,61.317,56.694,67.975,65.529,78.813,72.303,71.627,70.716
64.372,53.653,68.353,60.778,51.108,69.168,62.393,56.130,53.694,49.595,59.291,57.331,68.695,63.371,62.496,61.902
12.184,10.799,13.498,12.358,9.766,13.960,11.765,10.921,10.715,10.081,11.949,11.628,13.901,12.749,12.567,11.869
-10.640,-8.692,-10.948,-8.657,-8.355,-11.165,-10.181,-9.370,-7.920,-7.133,-9.606,-8.889,-10.661,-9.792,-9.876,-10.091
-24.422,-19.276,-24.654,-21.070,-18.381,-25.398,-23.276,-21.069,-19.064,-17.154,-21.713,-20.573,-24.560,-22.733,-22.358,-21.942
-22.731,-18.448,-23.457,-20.087,-17.469,-23.882,-22.060,-19.237,-17.774,-15.947,-20.445,-19.203,-23.495,-21.103,-20.818,-20.607
-9.481,-7.449,-9.819,-7.875,-7.123,-10.264,-9.462,-7.978,-6.795,-5.864,-9.025,-7.683,-9.524,-8.193,-8.199,-8.209
7.377,6.604,8.236,7.583,6.083,7.788,7.123,6.971,6.305,6.809,7.245,6.929,8.127,7.817,7.950,7.815
19.716,16.557,21.120,19.175,15.770,20.862,19.507,17.778,16.503,16.517,18.986,17.687,21.820,20.168,19.687,19.718
24.350,20.908,26.476,23.659,19.618,26.101,23.859,22.013,20.366,20.272,23.454,22.328,27.035,25.186,24.818,24.065
23.742,20.224,25.482,22.857,19.355,25.286,22.803,20.745,19.582,19.436,22.337,21.395,26.159,24.195,23.458,23.195
20.948,17.896,22.369,20.239,17.172,22.191,20.102,18.009,17.468,17.014,19.555,18.815,23.222,21.223,20.981,20.389
20.343,16.649,21.622,18.566,16.515,21.479,19.048,17.326,16.376,16.784,18.738,18.281,22.475,20.446,19.738,19.536
20.445,16.923,22.111,19.420,16.689,21.866,19.592,17.770,16.842,16.780,19.359,18.638,22.929,20.878,20.236,19.974
18.982,16.390,20.434,17.695,15.751,20.667,18.086,16.414,15.875,15.317,18.351,17.188,21.568,19.500,18.911,19.351
12.730,10.741,14.401,12.335,10.812,13.842,12.244,10.966,10.707,10.873,12.623,11.487,14.278,13.305,13.131,12.778
1.476,1.851,2.826,2.227,2.332,2.186,1.947,1.415,2.036,2.437,2.780,1.781,2.961,2.744,2.950,2.334
-8.836,-7.105,-8.731,-7.075,-6.176,-9.202,-8.372,-7.686,-6.706,-5.356,-7.429,-7.068,-8.527,-7.462,-7.162,-7.616
-11.964,-9.667,-12.034,-10.458,-8.471,-12.542,-11.695,-10.196,-9.286,-7.828,-10.078,-9.460,-11.995,-10.504,-10.355,-11.132
-3.277,-1.989,-2.538,-2.475,-1.587,-2.759,-2.886,-2.363,-1.738,-0.762,-1.987,-1.762,-2.144,-1.840,-1.915,-2.133
