Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,P3,Pz,P4,O1
2.386,19.564,-7.611,52.281,37.757,-4.076,0.755,-11.216,40.206,37.624,8.449,34.029,-2.648,-5.387,2.759,50.887
-2.988,32.838,-4.620,49.459,45.687,-2.792,4.513,-9.974,39.067,47.129,5.161,46.446,-0.919,-4.284,19.094,57.629
-0.379,38.782,2.840,56.095,46.921,-8.694,6.036,-3.076,44.485,55.693,12.381,39.095,0.101,-14.631,18.073,58.817
12.395,40.715,-4.132,59.325,51.420,-14.595,12.469,-2.629,39.866,42.156,17.178,43.113,2.354,-17.415,18.803,52.044
1.849,37.807,-10.032,59.674,42.451,-14.720,10.258,-13.056,43.632,47.726,13.675,43.032,-4.715,-32.094,19.068,47.189
-2.589,35.305,-9.893,51.856,41.211,-12.247,10.063,-9.900,41.008,60.989,14.402,42.974,-10.680,-27.374,17.637,46.081
-1.341,33.287,-11.279,50.553,45.444,-15.297,10.854,-4.565,29.031,40.682,11.365,33.222,-17.886,-22.204,13.277,29.344
-17.471,33.496,-14.013,48.283,42.392,-20.199,8.131,-13.455,28.713,34.053,8.418,30.276,-17.529,-29.582,5.845,29.791
-24.505,31.038,-24.962,44.439,32.854,-28.321,11.259,-5.826,20.785,29.119,6.326,16.410,-16.997,-33.470,11.216,31.871
-19.682,19.340,-19.965,30.727,23.764,-34.348,16.448,-6.101,12.325,23.214,7.273,10.930,-15.483,-35.097,7.013,25.163
-21.294,10.535,-20.380,26.029,16.364,-31.082,12.332,-6.475,12.059,24.383,11.390,7.834,-10.118,-49.956,10.236,15.018
-19.655,9.705,-19.896,29.146,12.976,-26.296,7.618,-0.289,6.350,17.688,9.461,13.612,-5.962,-49.105,7.971,4.767
-5.586,10.208,-26.361,28.925,14.992,-27.556,17.839,-2.100,1.758,21.130,13.891,9.084,1.059,-47.698,11.865,1.430
8.530,16.209,-16.376,38.117,15.372,-17.109,23.082,6.452,6.773,24.357,6.612,13.245,3.933,-39.113,14.872,-0.412
13.972,12.400,-8.977,32.519,13.813,-10.528,15.227,8.181,1.882,30.337,19.366,9.784,11.159,-28.078,25.372,5.479
18.435,8.270,-7.511,26.779,22.254,-4.564,24.651,11.579,4.664,28.907,22.821,14.309,11.879,-21.718,12.721,4.926
28.913,4.820,-4.420,25.171,24.217,3.033,34.019,19.545,2.682,27.760,24.962,13.935,23.034,-8.788,24.756,8.461
40.781,6.170,4.528,20.726,20.870,17.345,35.833,25.621,4.978,33.987,26.381,19.986,26.955,2.315,33.024,4.654
51.022,3.557,12.285,26.622,40.300,25.034,40.134,28.006,6.937,34.246,28.671,13.583,39.483,13.324,45.975,5.050
58.146,15.463,18.053,30.498,39.117,30.598,42.636,34.362,6.644,31.596,27.663,18.466,41.482,10.971,40.861,8.919
66.354,18.020,20.740,30.290,38.439,39.563,44.278,37.800,8.250,38.066,29.493,15.061,47.029,21.485,55.288,14.576
80.000,20.813,26.470,22.347,38.817,42.778,36.090,36.003,12.226,18.450,30.335,6.589,49.239,19.755,55.012,14.549
79.678,17.912,26.895,13.249,35.412,39.163,42.759,33.839,5.115,20.534,20.821,4.899,45.509,24.526,46.146,10.917
68.330,22.376,22.365,13.089,31.983,42.330,35.702,31.661,5.021,11.282,22.539,4.698,50.779,37.071,47.829,5.578
64.761,-0.241,20.452,7.900,23.195,35.627,28.764,34.515,2.813,3.237,15.794,10.031,40.795,39.331,48.452,-1.290
62.121,-1.081,19.948,-8.973,10.156,32.476,27.113,29.708,-4.195,-3.900,11.894,-2.010,38.375,34.139,35.033,-4.786
51.856,-12.510,18.437,-14.428,-6.091,32.886,18.242,17.072,-13.632,-10.524,6.375,-10.922,32.481,31.425,27.546,-10.561
49.947,-16.960,15.714,-19.167,-4.666,33.691,6.690,-2.558,-23.594,-20.995,-1.428,-18.163,26.702,26.761,16.172,-10.801
38.759,-29.006,9.701,-29.160,-10.998,24.577,1.558,1.269,-18.488,-25.849,-6.196,-22.075,20.202,20.542,9.839,-11.953
33.062,-29.114,7.381,-29.312,-26.770,22.392,-1.111,-3.413,-25.113,-29.850,-12.354,-33.237,13.859,13.721,4.456,-11.847
27.885,-28.526,14.096,-31.577,-25.896,22.001,-10.729,-15.521,-22.240,-40.130,-15.044,-37.858,10.072,18.545,-4.969,-18.515
25.186,-37.638,8.680,-40.607,-31.035,9.133,-12.683,-20.908,-20.408,-31.659,-18.370,-42.003,11.577,14.828,-6.899,-21.450
39.012,-32.583,17.430,-46.097,-34.101,25.280,-18.175,-32.882,-18.912,-26.772,-29.868,-38.092,11.626,13.032,-7.243,-16.619
45.610,-35.769,21.118,-45.104,-31.899,17.689,-14.098,-29.919,-13.767,-13.553,-32.549,-36.542,4.228,24.156,-14.044,-14.658
37.271,-29.130,21.511,-24.867,-28.584,16.273,-15.192,-34.882,-4.124,-24.456,-26.168,-30.322,-0.414,20.727,-6.763,-10.063
41.437,-24.257,18.739,-27.137,-23.829,25.492,-9.606,-32.586,0.703,-29.729,-26.878,-26.258,4.817,22.178,-22.843,-0.134
38.457,-16.645,21.273,-19.190,-23.399,23.802,-10.258,-29.643,3.389,-27.305,-24.570,-18.654,3.136,24.213,-20.498,15.796
34.208,-27.125,27.115,-11.069,-18.982,18.915,-12.137,-23.024,9.600,-16.642,-21.745,-16.121,-0.904,25.443,-24.210,25.370
46.316,-15.220,27.377,-0.632,-16.842,36.050,-9.231,-14.575,13.948,-11.701,-15.302,-1.164,2.678,30.387,-12.763,36.909
44.296,-9.377,30.035,-1.083,-9.996,25.495,-3.736,-17.856,22.605,3.112,-10.562,6.071,3.393,32.619,-14.080,37.963
33.407,1.041,24.308,5.937,-7.350,18.994,-9.500,-10.008,22.526,20.679,-10.892,4.525,6.123,23.974,-5.924,42.669
42.936,14.120,23.157,14.118,3.069,14.794,-1.531,-19.928,23.036,6.221,-7.068,3.496,-5.146,26.490,-6.134,46.961
26.830,12.947,18.384,8.634,8.269,7.503,-3.647,-26.737,26.205,7.474,-11.546,6.268,-3.532,23.720,-10.782,51.464
26.179,16.094,10.159,13.713,0.388,7.117,-15.867,-32.492,24.959,9.322,-5.733,4.270,-4.326,15.104,-4.834,42.205
16.290,14.895,6.490,16.463,-4.880,-2.428,-15.583,-37.236,26.097,6.834,-10.998,6.115,-7.483,5.034,-12.825,36.764
4.474,11.876,7.333,6.085,-3.376,3.634,-14.842,-42.185,29.823,8.784,-21.881,7.425,-17.110,-3.563,-9.960,33.570
-10.255,4.933,2.212,6.198,3.010,-7.722,-22.897,-41.778,25.128,2.214,-18.765,8.172,-24.663,-11.272,-11.323,39.433
-20.076,-4.808,-2.584,-5.141,1.750,-15.221,-30.574,-56.158,20.059,0.665,-14.548,-1.728,-33.819,-27.672,-23.288,28.053
-31.687,2.194,-9.723,-3.272,4.054,-23.857,-38.195,-66.288,19.064,-1.595,-18.202,-7.307,-34.712,-26.337,-26.427,33.289
-37.038,-0.600,-19.198,-4.337,0.057,-36.616,-34.980,-67.355,12.733,3.478,-26.996,-2.738,-37.627,-33.681,-19.140,38.720
-41.725,-0.510,-20.673,-2.355,-3.814,-31.732,-33.989,-59.437,13.408,2.345,-16.339,-2.746,-40.576,-42.932,-23.231,21.842
-53.011,2.975,-28.236,15.638,-4.703,-45.405,-32.390,-48.418,15.065,5.570,-15.425,1.320,-43.815,-54.881,-32.350,16.326
-46.874,6.816,-26.193,15.218,-11.759,-42.147,-32.622,-55.200,15.758,8.060,-14.855,1.927,-42.494,-59.013,-29.661,23.093
-42.069,9.536,-24.471,21.971,-1.253,-34.885,-29.288,-54.323,11.107,21.715,-12.998,11.859,-43.540,-50.283,-20.178,24.555
-37.466,14.098,-23.424,25.865,16.130,-24.739,-21.496,-41.745,20.238,20.827,-2.008,9.728,-39.713,-48.870,-15.977,45.264
-26.926,26.432,-20.713,34.982,13.023,-19.555,-14.215,-38.807,24.657,35.094,1.884,11.189,-37.160,-45.610,-8.031,52.147
-28.714,30.007,-14.614,38.972,16.757,-25.170,-3.599,-32.025,25.319,42.523,2.777,12.354,-29.238,-42.872,1.527,50.811
-28.567,38.266,-14.239,43.924,30.176,-16.801,3.879,-21.717,19.051,51.347,18.866,12.755,-19.822,-36.951,7.864,50.017
-22.385,38.232,-15.166,67.548,37.139,-14.184,11.438,-7.332,25.922,49.662,25.680,19.926,-11.703,-27.892,15.118,47.598
-18.901,41.037,-8.688,62.261,40.415,-12.327,16.182,5.234,26.672,43.236,24.810,23.694,-11.163,-32.399,17.177,48.596
-21.341,52.821,-10.374,55.519,44.615,-13.946,26.673,6.986,20.711,46.467,33.559,27.222,-7.444,-27.096,26.184,44.315
-9.567,50.912,-8.004,51.586,34.893,-3.294,22.487,10.053,22.060,58.815,34.177,25.765,-3.440,-37.120,28.849,36.262
-8.213,46.920,-3.743,50.446,35.739,0.060,18.456,4.155,23.001,54.504,35.282,19.347,1.508,-28.817,29.122,33.489
-4.980,35.068,-12.409,44.598,22.475,1.544,11.079,5.441,13.153,51.419,27.543,18.956,6.247,-27.822,32.636,35.251
-10.527,23.271,-10.023,44.526,21.246,8.894,13.497,-1.647,10.212,43.703,26.676,15.578,6.527,-27.737,34.385,20.700
-6.360,18.535,-12.329,31.751,11.417,2.202,12.879,-5.361,1.918,41.629,21.542,7.499,0.601,-35.086,27.695,8.055
-10.139,7.434,-14.738,15.558,6.087,-6.249,15.206,-1.928,-5.315,28.493,24.206,-4.731,3.533,-36.913,17.506,4.471
-13.015,0.801,-14.435,11.323,0.541,-4.569,10.671,-1.681,-14.828,17.737,21.208,-9.422,-3.369,-39.240,14.645,-0.894
-10.467,-2.826,-15.308,-3.641,-2.866,-2.063,-0.435,3.266,-22.058,12.344,12.282,-14.895,-9.024,-40.200,16.834,-9.147
-16.429,-10.311,-17.808,-13.419,-10.453,1.151,-3.995,-6.468,-24.857,-1.747,5.852,-28.937,-5.935,-41.995,16.382,-17.802
-20.446,-12.988,-21.335,-13.785,-12.081,-11.874,-7.161,-0.175,-31.035,-14.756,3.218,-25.214,0.835,-38.013,9.478,-22.913
-12.681,-11.196,-15.607,-15.849,-5.257,-9.637,-2.860,0.880,-33.817,-22.982,1.264,-33.816,9.373,-35.711,10.244,-32.989
-8.443,-32.175,-8.977,-15.572,-21.395,-4.958,-1.800,-4.385,-36.795,-21.417,0.262,-32.129,12.688,-31.608,8.633,-21.997
3.061,-29.053,-3.883,-20.650,-21.837,6.428,0.664,-6.482,-35.099,-24.422,-0.328,-27.518,13.589,-23.956,2.995,-43.503
16.263,-16.611,0.216,-9.015,-18.117,7.087,3.667,3.359,-31.225,-23.164,-2.015,-30.759,15.508,-5.705,4.119,-46.497
21.468,-30.740,6.434,-7.029,-17.958,19.253,6.714,7.310,-25.511,-18.025,-0.193,-30.627,16.316,1.325,12.660,-27.888
27.245,-29.929,14.363,-7.970,-17.013,33.670,6.409,7.302,-27.705,-11.457,-0.756,-24.460,24.922,4.496,9.474,-33.239
34.769,-24.515,25.164,-8.360,-22.959,31.976,13.024,9.774,-27.971,-7.676,5.380,-22.692,31.024,20.005,14.075,-10.923
48.187,-19.731,27.353,-8.885,-26.506,38.289,12.549,13.605,-23.941,-6.285,2.712,-22.985,38.064,18.969,19.837,-13.195
56.414,-13.514,26.729,-8.604,-17.222,42.498,17.391,15.216,-19.040,-6.888,-0.389,-19.924,35.156,30.992,15.418,-11.458
50.041,-18.179,30.341,-15.829,-20.742,34.303,9.927,14.132,-13.425,-14.007,-1.626,-18.858,30.980,27.887,25.695,-15.321
44.715,-16.248,31.466,-10.670,-18.638,35.508,9.229,5.764,-13.739,-13.343,-7.769,-26.576,22.446,28.873,21.824,-9.304
39.354,-18.821,29.958,-21.323,-27.984,38.434,1.483,1.729,-12.357,-6.426,-8.425,-26.994,17.942,26.681,12.512,-10.249
37.424,-24.899,26.297,-23.714,-36.946,38.319,-6.122,-2.250,-15.709,-23.321,-13.464,-27.256,8.562,23.976,8.148,-12.314
29.873,-31.202,18.031,-26.611,-39.290,35.212,-11.091,-13.104,-21.786,-32.258,-18.734,-31.754,9.173,6.485,4.586,-15.544
20.210,-46.891,17.844,-38.939,-47.069,26.198,-23.815,-17.337,-21.657,-47.661,-19.460,-32.047,-0.315,4.934,-11.741,-23.012
12.165,-51.268,11.851,-39.794,-52.752,21.458,-29.356,-24.157,-24.101,-49.063,-33.918,-36.853,-15.317,4.197,-24.886,-33.531
3.148,-65.381,8.502,-38.723,-55.497,6.529,-41.079,-38.617,-20.325,-46.997,-39.126,-42.950,-18.751,-11.476,-30.110,-36.585
-9.279,-62.477,-1.074,-40.486,-57.108,-0.765,-49.772,-44.003,-22.689,-47.698,-44.017,-41.938,-25.449,-20.802,-36.890,-33.656
-10.348,-53.955,-3.963,-54.022,-66.317,-12.605,-53.251,-47.518,-29.336,-40.618,-50.614,-41.109,-33.417,-23.682,-50.538,-32.969
-10.651,-58.502,-4.694,-45.863,-61.489,-13.100,-53.783,-58.423,-31.484,-45.180,-48.852,-40.611,-39.311,-25.433,-55.234,-25.892
-12.411,-59.174,-7.976,-40.075,-58.893,-18.120,-56.636,-57.790,-24.295,-49.104,-43.691,-41.001,-46.721,-24.285,-52.103,-23.887
-18.940,-51.763,-13.917,-42.578,-46.505,-19.485,-50.160,-64.947,-17.234,-25.825,-38.021,-37.326,-52.275,-32.151,-51.811,-20.517
-25.303,-36.537,-9.885,-28.805,-49.570,-24.444,-60.841,-57.830,-7.468,-19.788,-40.287,-27.531,-44.974,-31.407,-39.603,-3.408
-25.102,-25.981,-6.311,-24.561,-55.554,-26.087,-54.868,-48.869,-11.887,-13.819,-35.288,-16.692,-41.723,-28.558,-40.620,-0.425
-16.120,-14.269,-6.967,-11.485,-41.408,-23.534,-38.016,-53.580,-0.589,-9.657,-35.736,-15.488,-37.078,-21.699,-38.609,4.550
-18.342,-18.186,-11.135,6.723,-38.947,-21.699,-32.456,-49.560,2.424,-10.121,-31.932,-2.311,-40.727,-11.033,-37.408,17.760
-12.397,-1.491,-9.841,7.112,-20.884,-16.298,-28.134,-51.894,10.426,11.550,-20.275,-1.060,-34.714,-13.383,-31.386,12.513
-14.079,-3.619,-9.988,7.296,-16.019,-17.852,-24.880,-45.840,18.180,19.083,-13.982,-4.747,-33.490,-15.133,-21.690,26.614
-19.815,7.009,-9.952,23.135,-6.894,-12.506,-22.252,-37.655,20.466,23.043,-13.540,4.387,-37.745,-18.105,-23.981,32.594
-14.713,8.897,-9.114,26.347,5.284,-14.394,-12.128,-33.788,17.712,20.269,-15.090,4.970,-35.684,-3.204,-25.828,35.189
-21.966,0.988,-12.073,22.158,5.593,-20.685,-15.932,-32.503,20.505,19.353,-6.891,3.399,-35.213,0.299,-13.721,45.321
-17.525,10.455,-16.370,27.215,5.721,-21.968,-10.014,-30.018,13.976,25.932,-6.246,16.743,-34.070,-13.216,-19.938,36.210
-27.686,5.256,-23.718,31.966,-5.556,-29.229,-11.839,-35.979,16.970,29.941,-3.826,10.972,-36.117,-18.620,-12.659,30.101
-36.485,8.825,-28.637,26.506,3.723,-37.206,-15.359,-40.633,12.224,21.544,-16.603,4.613,-39.517,-31.191,-13.139,16.284
-38.874,14.330,-35.941,21.627,4.369,-37.022,-19.486,-45.662,2.951,12.636,-18.385,2.937,-40.282,-45.055,-17.639,25.723
-48.178,7.107,-35.930,10.345,7.916,-30.849,-18.805,-47.177,-4.768,10.585,-10.567,1.003,-45.245,-45.544,-21.816,18.268
-49.304,3.995,-41.962,12.047,-2.924,-39.713,-16.806,-37.653,-3.533,16.336,-14.643,-2.948,-48.616,-55.429,-16.752,13.388
-40.476,-2.365,-44.523,-3.666,-1.676,-48.553,-12.573,-45.781,-13.724,8.609,-13.626,1.616,-45.677,-57.037,-23.682,-4.101
-48.555,1.932,-41.572,5.089,-8.479,-56.221,-12.644,-45.933,-11.717,2.215,-15.491,1.849,-44.103,-54.331,-20.650,-2.876
-42.037,5.719,-41.967,5.468,-9.239,-56.454,-10.081,-39.063,-13.540,3.826,-6.488,-2.299,-41.100,-54.654,-12.151,2.287
-31.426,-2.122,-43.534,6.340,-13.180,-52.479,-13.992,-31.976,-2.859,0.509,-6.878,-2.340,-42.278,-58.143,-5.892,0.132
-30.682,3.016,-40.482,1.965,-10.956,-48.645,-5.016,-32.769,-7.368,8.740,-1.521,-4.502,-36.528,-43.878,-4.074,-0.749
-29.885,5.158,-33.838,8.183,0.553,-47.281,-1.700,-22.260,-5.554,4.398,3.000,1.071,-26.943,-52.911,14.173,3.265
-16.000,10.121,-26.066,17.030,2.440,-39.709,4.074,-15.335,-3.956,13.249,7.138,12.717,-15.087,-35.048,24.765,3.711
-13.121,13.862,-19.212,23.076,3.254,-34.121,10.741,-5.670,-2.457,11.428,10.228,10.735,-5.976,-28.056,22.269,-4.885
-5.245,31.823,-15.830,21.683,10.949,-22.700,18.996,12.017,1.682,6.784,23.554,15.826,2.963,-32.246,35.418,-5.344
1.009,25.149,-9.961,24.895,20.064,-14.735,31.292,13.938,4.580,5.027,27.575,19.214,8.552,-22.634,48.183,11.963
14.680,24.848,-5.021,31.985,24.868,-8.186,25.952,22.419,4.149,8.750,32.170,17.623,21.245,-9.158,49.919,14.687
24.368,20.989,-2.920,34.037,23.473,-0.389,35.076,21.915,-2.765,12.534,31.141,19.853,23.887,-6.621,54.013,-0.797
16.022,11.662,0.486,29.239,22.935,-1.430,27.325,21.978,-2.639,0.842,30.562,25.160,28.606,-8.569,46.390,2.457
31.856,13.468,9.097,22.869,15.118,5.590,26.636,20.883,-5.665,3.398,34.860,8.900,24.654,-1.447,53.965,-0.741
27.602,3.679,10.473,19.337,12.306,6.568,25.572,20.123,-6.341,-5.609,28.711,7.870,19.571,-1.141,40.945,-5.616
25.860,5.617,9.780,9.689,3.473,10.604,30.953,16.620,-13.316,-24.465,15.346,-0.411,16.841,1.148,45.264,-7.092
16.499,-4.636,7.694,-0.613,-3.362,0.192,17.267,17.125,-14.971,-24.332,9.641,4.531,14.467,-4.155,36.654,-19.877
14.056,-17.115,1.574,-17.004,-12.366,6.921,16.645,22.298,-21.525,-37.469,1.462,-4.811,17.382,-13.485,35.194,-29.393
14.513,-18.266,-1.526,-33.373,-26.006,2.363,14.598,7.507,-25.164,-37.355,0.647,-20.401,15.390,-18.318,25.503,-34.921
10.333,-28.002,-0.132,-29.008,-27.275,1.312,8.574,5.159,-33.473,-50.542,-7.469,-30.081,5.329,-17.893,14.776,-48.767
9.877,-43.342,3.575,-36.438,-38.010,-5.857,4.265,1.793,-30.526,-55.561,0.663,-31.352,-0.142,-15.702,-2.973,-56.945
13.469,-52.490,1.661,-29.185,-30.265,-11.666,-1.047,-16.777,-34.151,-70.187,-9.762,-43.177,5.649,-14.196,-2.305,-65.687
14.553,-35.746,2.288,-42.062,-39.194,-2.519,0.810,-22.862,-33.194,-68.261,-11.082,-43.711,-0.874,-13.889,-3.999,-63.647
10.446,-51.730,4.312,-42.072,-46.941,8.628,-6.155,-17.891,-26.107,-57.482,-7.929,-37.145,2.580,-9.480,-0.115,-45.578
12.086,-46.196,5.518,-40.722,-40.329,8.694,-12.605,-13.141,-25.355,-66.398,-13.376,-41.583,1.487,-0.713,-2.936,-45.796
6.888,-42.437,18.520,-45.003,-34.918,10.873,-16.309,-17.649,-26.315,-52.557,-9.794,-43.220,2.992,6.614,-10.550,-39.260
13.150,-43.238,18.279,-28.791,-33.542,14.256,-10.031,1.263,-24.864,-45.624,-6.388,-34.854,7.549,11.791,-10.082,-42.347
20.625,-32.728,25.049,-21.488,-28.751,23.479,-6.138,-1.522,-17.449,-49.792,-6.410,-23.880,6.345,17.448,-6.470,-34.926
21.463,-23.905,24.024,-19.922,-27.841,29.615,-2.099,-2.318,-13.000,-28.784,-7.304,-15.900,10.156,31.679,-15.513,-18.821
34.486,-16.645,26.104,-3.655,-34.614,30.111,-4.823,-1.389,-7.720,-23.942,-7.323,-17.226,14.508,28.843,2.682,-2.048
26.129,-1.270,26.626,-6.030,-31.925,32.975,-6.271,-15.556,-9.908,-23.354,-15.571,-17.146,8.699,36.363,-0.545,2.428
22.452,1.466,27.327,1.953,-20.533,37.283,-1.424,-11.709,-0.514,-35.600,-16.901,-21.786,9.791,31.362,-4.040,3.807
23.548,0.738,27.106,-4.484,-7.968,37.332,-8.783,-16.578,3.862,-32.710,-8.251,-13.773,3.684,26.884,-1.442,-0.669
20.297,5.698,20.841,-1.993,-15.278,25.618,-21.258,-15.916,4.342,-24.695,-7.752,-11.206,1.662,24.884,-7.626,-0.263
18.498,-1.103,17.494,-1.794,-17.012,18.456,-28.950,-18.335,5.702,-20.535,-13.387,-13.654,0.175,22.509,-8.249,1.643
9.935,0.127,13.893,-2.276,-28.062,13.970,-24.760,-26.275,2.031,-30.982,-18.800,-10.510,-5.857,18.850,-20.554,-9.211
0.617,-1.584,7.457,-5.124,-31.863,3.963,-29.259,-37.708,-1.509,-25.465,-27.806,-15.357,-15.560,12.110,-17.536,-3.393
-11.631,-5.389,-0.544,-13.599,-37.583,-5.060,-33.393,-35.502,2.327,-16.388,-31.428,-13.860,-25.331,2.508,-24.418,-5.649
-20.148,-2.574,-6.853,-13.071,-32.432,-15.884,-37.783,-44.957,0.524,-25.792,-31.260,-13.843,-34.785,-4.301,-32.649,-13.308
-28.489,-7.076,-7.823,-13.757,-29.323,-17.562,-44.749,-42.907,5.299,-36.586,-36.154,-6.644,-45.029,-15.525,-32.746,0.336
-27.755,-12.263,-13.940,-12.676,-39.018,-28.658,-45.010,-50.685,-3.035,-26.534,-26.025,-15.439,-43.851,-21.082,-28.151,-10.436
-37.860,-7.831,-20.420,-15.916,-33.335,-30.821,-45.107,-43.454,-2.003,-23.139,-24.200,-7.330,-50.413,-27.730,-38.678,-8.221
-36.985,-3.337,-13.234,-13.914,-28.418,-35.014,-42.208,-47.925,2.530,-17.524,-26.544,0.153,-46.254,-35.440,-41.432,15.485
-30.903,-8.861,-18.850,-0.172,-25.850,-27.235,-32.348,-38.854,6.824,-0.830,-25.629,-1.979,-38.101,-36.451,-32.868,18.192
-33.134,-0.842,-21.794,-5.880,-10.892,-23.972,-21.357,-36.464,16.377,6.198,-16.654,-5.524,-40.375,-37.402,-30.847,16.981
-25.258,4.893,-18.417,8.194,-3.614,-29.858,-22.235,-34.909,21.063,2.364,-11.077,10.948,-30.359,-28.108,-19.984,13.269
-28.373,22.745,-18.939,27.494,-1.500,-20.860,-21.607,-27.256,22.368,16.277,2.184,9.499,-25.252,-19.083,-18.210,22.646
-15.667,30.728,-16.724,31.785,11.313,-15.728,-6.452,-21.144,28.784,25.009,2.361,11.255,-22.963,-18.930,-7.105,30.991
-6.202,34.519,-11.661,48.306,18.628,-10.582,2.369,-13.871,27.188,34.704,13.376,22.847,-20.975,-31.143,6.627,42.144
-16.228,30.700,-19.550,43.541,20.155,-22.236,-9.561,-25.063,19.686,31.006,5.586,16.730,-25.812,-45.480,-2.201,33.135
-21.192,43.382,-21.179,40.186,26.884,-16.200,-11.221,-24.339,23.783,33.432,10.895,19.582,-19.301,-42.369,-2.764,35.018
-4.484,43.368,-22.965,39.546,21.490,-16.476,5.968,-18.604,23.855,40.627,11.330,17.726,-23.276,-35.032,5.345,29.334
-4.703,30.371,-24.140,41.915,19.651,-10.895,3.651,-13.917,23.775,35.732,13.626,22.312,-15.420,-30.202,11.195,36.418
-14.266,32.351,-23.892,45.755,23.546,-12.875,9.307,-9.223,25.875,32.044,16.964,18.575,-11.122,-34.779,21.296,27.928
-12.758,26.130,-24.770,46.186,24.201,-6.599,10.237,0.914,26.162,46.040,18.904,24.881,-8.582,-35.538,24.173,17.446
-12.467,30.827,-21.732,44.614,21.303,-19.054,19.714,4.476,19.736,42.683,17.914,29.190,-12.984,-32.213,29.723,16.279
0.052,29.764,-19.195,43.022,24.289,-11.697,20.990,11.094,16.596,37.920,20.521,26.633,-3.190,-27.884,24.190,9.065
4.496,38.711,-16.128,33.003,23.948,-2.046,26.171,13.328,10.341,45.589,25.770,27.297,-6.256,-24.109,20.995,16.871
5.870,30.024,-14.728,29.372,20.836,7.471,33.256,14.430,12.303,46.133,21.022,24.798,-2.907,-27.152,23.895,9.401
4.041,29.896,-7.822,34.702,17.488,1.986,29.711,11.141,10.263,36.797,25.470,15.680,5.742,-21.860,28.452,0.412
