Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,P3,Pz,P4,O1
-8.168,23.172,21.451,1.928,-22.798,-17.863,-2.762,23.299,21.014,-14.892,16.922,-18.126,-3.045,5.394,23.533,-4.688
-10.320,21.649,21.962,1.328,-23.032,-15.301,-6.657,23.109,21.128,-8.469,26.175,-22.638,2.549,2.956,19.407,5.277
-6.180,28.453,16.012,3.688,-20.369,-7.039,7.641,17.006,16.136,0.379,26.719,-14.951,8.246,6.751,12.884,9.818
-14.560,26.658,4.796,9.844,-15.049,-7.669,4.820,3.488,4.540,3.215,22.828,-23.845,5.786,20.037,13.052,13.422
-21.907,17.425,-9.592,10.768,-13.640,-5.004,8.994,-11.934,-8.759,3.439,21.127,-19.423,10.991,25.515,14.901,13.668
-20.707,16.576,-23.555,7.784,-10.365,-1.220,10.628,-27.242,-22.788,-0.250,20.848,-10.773,15.346,28.755,11.755,14.981
-18.538,15.884,-33.752,5.729,-10.899,6.012,15.934,-39.565,-32.238,1.845,20.764,-14.424,15.274,23.226,3.728,19.359
-16.752,5.611,-39.379,0.591,-4.675,7.022,16.995,-44.729,-37.035,3.502,13.927,-14.771,27.525,22.808,-0.781,21.185
-16.430,3.717,-38.516,0.878,-2.741,4.125,31.093,-42.224,-36.321,9.978,9.669,-5.194,29.992,24.512,-3.884,16.075
-15.480,-0.568,-29.962,-10.770,0.934,0.432,25.860,-34.866,-29.229,9.536,9.734,-13.329,29.794,16.898,-12.613,19.384
-13.656,-4.244,-18.224,-14.481,6.149,4.985,22.638,-21.769,-17.421,4.262,6.011,-11.977,39.368,11.892,-22.177,17.000
-10.765,-11.922,-5.158,-13.948,16.079,3.830,27.085,-6.633,-5.422,5.026,6.397,-6.199,34.764,14.808,-22.307,10.680
-9.510,-18.112,6.277,-27.724,12.585,6.307,22.756,6.337,5.609,6.427,-0.973,-4.927,31.549,13.682,-19.973,7.483
-7.835,-12.213,13.321,-24.177,16.202,2.176,17.399,14.779,12.030,0.875,-9.973,5.309,27.215,12.390,-20.651,1.717
-4.826,-12.108,14.751,-30.750,15.060,-3.640,17.129,15.716,12.602,-8.045,-8.963,-4.424,27.440,11.485,-13.539,-4.767
-6.419,-3.231,10.462,-32.723,14.583,-9.435,15.790,10.862,7.612,-16.007,-10.762,0.832,32.805,5.791,-10.203,-12.310
-1.650,-10.119,0.091,-28.846,14.494,-11.096,11.847,-0.464,-0.789,-16.305,-11.756,4.447,23.318,1.980,-7.229,-12.988
-5.593,-8.155,-11.640,-30.745,8.836,-13.076,1.818,-14.699,-12.585,-20.553,-3.514,8.914,17.544,0.408,-6.185,-11.766
2.539,-8.374,-23.010,-35.554,15.744,-16.115,3.339,-26.188,-22.851,-20.683,-4.722,4.955,13.937,-2.254,0.797,-14.752
8.913,-14.710,-30.373,-33.050,19.112,-24.442,2.794,-34.019,-29.959,-19.788,-0.663,5.160,7.999,-7.433,4.185,-12.677
15.121,-9.261,-32.162,-33.207,8.952,-18.993,-4.225,-36.268,-31.185,-25.307,-4.407,9.407,5.718,-8.241,8.190,-18.483
14.810,-4.214,-27.274,-29.520,8.090,-18.008,-9.598,-31.150,-26.813,-27.131,-6.374,5.074,-8.183,-0.363,16.247,-21.310
16.049,11.316,-17.187,-19.794,5.042,-20.453,-14.223,-19.246,-16.638,-29.981,-1.598,2.418,-6.551,-0.654,15.384,-27.563
11.828,6.289,-2.904,-20.923,6.925,-19.955,-23.677,-3.432,-2.956,-27.649,0.064,-3.974,-10.400,1.739,15.747,-20.195
8.718,11.278,11.727,-22.926,-2.850,-29.134,-27.837,12.949,10.920,-12.626,3.412,-5.534,-12.457,-6.765,15.407,-13.161
16.368,20.598,23.739,-18.546,-10.474,-22.831,-15.373,26.981,23.824,-15.350,4.091,-2.946,-10.255,0.431,19.725,-10.582
7.316,26.390,31.282,-11.944,-4.608,-22.298,-7.123,35.009,30.077,-13.323,8.135,-6.256,-4.936,2.872,27.187,-3.007
1.101,25.341,33.205,-4.125,-9.421,-23.033,-9.702,35.025,30.680,-13.621,13.228,-14.196,1.608,8.770,25.381,-9.733
-3.305,13.825,27.582,-1.763,-9.572,-17.659,-2.380,29.195,25.776,-7.875,12.136,-13.576,-1.337,13.063,25.727,1.046
-12.734,11.699,17.328,-11.361,-10.818,-24.358,-3.030,19.048,16.161,-8.308,11.686,-13.362,3.303,15.420,24.207,-4.813
-5.644,24.091,5.564,-5.801,-12.702,-15.141,12.678,5.745,4.486,-0.429,12.867,-25.581,5.702,11.035,21.262,9.129
-14.201,14.368,-5.939,5.819,-17.880,-7.413,16.946,-6.566,-5.348,-12.623,9.773,-20.244,10.221,7.174,15.600,2.022
-19.445,9.925,-12.901,7.748,-16.948,-9.148,12.527,-15.003,-12.754,-4.834,14.876,-21.340,7.861,22.388,17.236,-0.264
-19.805,6.365,-13.317,3.691,-13.894,0.038,22.384,-16.227,-15.134,-1.930,13.161,-26.235,15.523,24.256,19.032,6.534
-21.295,6.484,-8.755,3.783,-5.212,9.022,25.508,-11.275,-10.113,-3.341,12.497,-28.109,15.761,28.356,11.029,8.316
-32.152,-3.243,1.602,0.802,-5.292,6.436,28.073,0.171,-0.103,2.726,10.024,-29.890,20.586,23.680,8.507,14.459
-28.293,1.063,50.153,-0.318,-7.215,10.601,27.259,54.337,45.821,-4.197,7.673,-26.725,19.596,23.801,2.643,14.791
-25.371,-6.104,63.213,3.251,-0.552,14.220,32.429,68.185,59.107,1.329,3.221,-18.900,20.678,28.639,0.539,12.517
-17.167,-10.346,71.919,-1.098,0.228,12.966,30.607,79.382,67.781,4.323,0.207,-15.069,22.616,23.716,-1.578,18.650
-20.009,-23.719,40.180,-0.704,6.656,14.592,27.155,44.996,37.572,-4.915,-2.548,-9.757,20.210,16.961,-12.403,21.277
-23.094,-16.896,38.469,-7.862,9.997,16.827,21.584,41.988,35.307,-0.469,-3.990,-1.348,24.121,12.379,-12.908,14.918
-17.801,-18.743,29.323,-10.126,17.077,18.722,29.061,31.870,27.347,-9.499,-11.124,-2.607,21.972,11.989,-15.296,9.966
-16.643,-23.680,16.701,-8.919,15.836,16.648,22.936,17.313,14.749,-10.115,-11.192,-5.233,23.203,11.290,-9.680,6.146
-4.138,-16.718,1.891,-10.967,18.876,7.282,14.319,1.163,0.550,-15.359,-4.307,-7.336,20.292,11.154,-11.283,1.754
-6.896,-26.879,-11.697,-23.201,15.410,9.555,17.970,-13.918,-11.060,-19.614,-7.346,-6.179,14.047,4.240,-4.600,3.427
-4.461,-31.341,-19.306,-25.977,15.593,6.190,7.599,-22.010,-19.962,-21.628,-11.155,2.349,15.773,-1.782,-4.656,-0.696
7.408,-24.869,-21.793,-21.326,17.980,0.361,10.398,-23.894,-22.690,-26.036,-17.926,5.915,10.799,0.890,-8.651,-2.950
9.310,-20.266,-17.890,-18.702,18.880,-7.628,2.578,-19.325,-18.864,-22.670,-14.965,14.705,0.546,-6.363,2.222,-12.370
19.126,-17.021,-8.460,-25.235,16.369,-8.295,6.321,-9.818,-10.332,-29.306,-10.942,7.173,-0.496,-7.582,7.984,-14.719
16.191,-10.308,3.058,-18.555,13.415,-14.007,0.611,3.264,1.198,-24.957,-6.281,7.307,-13.714,0.059,4.186,-9.173
18.729,-10.162,13.181,-23.352,10.898,-18.171,-1.340,15.646,11.094,-23.088,-0.772,11.329,-10.047,-1.061,9.466,-17.894
21.409,-4.968,20.933,-28.617,-2.706,-12.650,1.679,23.653,18.505,-25.460,-0.823,9.020,-14.484,-7.425,9.721,-14.080
22.009,5.927,22.423,-10.778,-8.693,-11.980,7.406,24.539,20.416,-23.550,4.823,-1.769,-13.989,0.067,16.402,-13.700
12.601,4.400,17.717,-8.859,-9.589,-18.380,5.479,19.216,16.518,-22.959,7.910,-4.535,-18.047,6.027,20.601,-12.370
16.551,3.684,7.622,-3.202,-4.615,-23.100,5.842,7.836,6.095,-15.062,10.802,-2.799,-10.704,10.829,26.424,-9.600
8.434,1.036,-5.497,-3.321,-13.238,-16.488,4.739,-7.163,-7.277,-16.331,13.980,-10.507,-5.651,14.572,24.376,-4.130
7.692,2.532,-19.930,1.077,-16.034,-18.652,6.531,-23.589,-21.535,-4.765,16.466,2.316,-2.857,14.557,23.807,-5.445
7.779,8.985,-31.841,-0.841,-14.693,-15.425,6.990,-36.512,-32.580,0.256,17.483,-8.590,2.222,11.878,22.969,2.404
3.678,8.882,-38.381,2.586,-18.857,-10.623,7.226,-43.800,-38.778,-0.565,22.010,-15.938,4.694,16.033,25.695,2.350
4.187,9.942,-37.420,0.362,-17.325,-4.527,17.695,-42.823,-38.281,-4.955,22.943,-19.750,4.915,20.006,17.798,4.981
5.759,5.446,-30.088,8.557,-10.045,4.113,13.532,-35.630,-32.652,0.744,25.259,-19.495,10.745,14.165,17.797,5.014
-8.920,4.966,-19.938,10.459,-10.282,-2.762,24.045,-23.349,-21.775,6.377,22.317,-18.644,12.442,16.606,16.990,13.267
-3.206,1.784,-6.434,11.197,-7.016,6.465,35.060,-8.754,-9.218,17.214,21.154,-23.822,25.066,18.440,13.826,22.996
-4.617,-4.600,5.359,3.810,-1.965,6.946,31.019,4.559,2.931,18.606,20.599,-17.470,21.538,20.044,9.883,23.744
-8.726,-13.183,13.409,4.258,-2.799,7.885,35.637,13.100,11.236,14.766,16.627,-18.501,24.777,21.660,8.179,24.056
-18.173,-12.384,15.537,1.565,1.715,10.608,35.159,16.417,13.696,10.277,6.071,-15.029,22.508,17.117,-0.959,20.666
-17.305,-22.645,11.817,-2.317,12.011,6.900,34.433,11.698,10.219,5.629,9.240,-17.914,16.862,19.732,-0.364,23.548
-8.493,-23.180,3.170,-9.786,11.965,10.913,30.031,1.533,2.489,8.979,3.689,-8.860,21.290,14.229,8.467,20.851
-7.419,-27.407,-8.819,-14.229,14.309,7.565,24.097,-11.333,-8.568,6.466,0.203,-7.124,17.863,9.676,-1.452,12.010
-2.820,-25.705,-20.602,-16.852,12.708,10.835,28.807,-24.145,-20.672,4.919,2.714,-6.333,28.766,11.230,-7.778,10.695
-4.066,-22.525,-28.692,-26.346,9.276,12.532,25.856,-33.108,-28.499,1.903,-4.134,2.494,25.835,11.061,-13.203,9.223
7.056,-18.736,-31.803,-32.218,9.987,17.841,12.147,-35.811,-31.334,-6.720,-4.770,12.638,18.612,14.983,-16.238,0.138
5.505,-27.549,-28.275,-29.918,9.281,6.970,16.600,-31.808,-28.006,-2.868,-5.043,12.985,14.378,7.327,-13.239,0.357
7.863,-25.046,-18.896,-26.422,14.138,3.877,8.135,-20.760,-19.145,-6.192,-7.304,8.561,15.102,2.710,-5.489,-2.251
8.874,-23.842,-4.821,-27.595,19.076,1.563,13.002,-6.624,-5.776,-9.955,-4.976,12.296,5.588,-3.560,-2.950,-1.781
15.785,-24.126,10.413,-20.722,17.853,1.307,-3.655,9.682,7.808,-15.044,-4.932,12.447,6.360,-10.232,1.883,-11.507
23.389,-18.838,22.724,-25.619,15.932,-1.652,-4.487,23.563,20.744,-19.330,-4.948,15.403,-1.565,-10.838,7.608,-14.062
25.456,-18.566,30.894,-24.093,8.659,0.653,-7.292,32.957,29.692,-21.170,-2.430,7.731,5.099,-10.735,6.075,-22.241
17.217,-8.369,32.949,-27.258,10.385,-4.277,-5.525,35.954,31.864,-16.190,-2.011,5.068,-5.166,-7.790,9.442,-17.753
16.512,-9.911,29.010,-29.023,7.934,-8.907,2.260,31.018,27.107,-24.800,1.710,-2.628,-12.003,-13.249,12.207,-17.645
12.824,-5.365,19.483,-22.788,6.871,-12.076,-5.445,20.699,18.901,-19.099,-1.716,-9.858,-9.683,-10.623,12.291,-10.373
20.376,1.718,7.200,-22.458,5.253,-7.851,1.691,7.417,6.768,-20.691,6.961,-12.252,-13.060,-18.919,15.628,-10.394
15.708,2.304,-4.267,-10.210,2.817,-19.256,4.065,-4.375,-3.764,-19.697,13.884,-9.346,-16.640,-8.226,15.654,-0.157
14.109,1.420,-12.108,-21.305,-1.253,-10.224,2.353,-13.691,-12.211,-11.197,7.791,-5.931,-12.754,2.152,23.021,3.390
6.951,2.519,-14.760,-15.494,-10.613,-15.827,6.481,-16.009,-14.718,-2.958,8.230,-12.519,-2.644,4.892,30.298,11.431
4.820,2.848,-10.347,-0.069,-11.458,-6.771,3.515,-10.745,-10.987,5.013,11.737,-15.697,-5.677,6.259,26.006,11.746
15.755,10.052,-1.855,-4.356,-12.764,-0.699,7.362,-0.968,-2.021,-3.772,18.325,-17.243,-3.682,11.430,28.047,15.578
9.829,6.733,10.633,5.165,-16.373,2.695,9.652,12.284,9.492,1.241,20.773,-16.904,5.491,12.797,25.335,17.007
-1.577,4.498,24.434,12.263,-12.996,7.259,14.905,26.790,23.166,1.190,18.320,-22.458,10.977,10.777,25.385,18.368
-12.637,-1.655,34.887,5.546,-13.170,8.591,20.215,37.562,33.104,12.042,19.818,-15.752,10.984,22.984,14.733,24.658
-4.240,8.288,40.616,7.629,-10.453,4.739,22.628,43.311,38.795,13.348,17.014,-12.410,12.975,23.458,12.913,18.217
-5.669,6.804,39.043,6.803,-9.317,11.044,28.428,42.340,37.137,14.490,18.791,-13.571,20.647,22.115,9.130,24.983
-8.715,1.813,31.343,4.192,-6.107,16.930,38.768,34.522,29.897,18.880,19.385,-11.072,20.668,24.605,9.780,25.341
-8.122,-10.574,18.350,3.771,2.147,11.171,25.323,21.070,18.207,17.552,16.086,-13.353,30.229,25.308,6.953,32.882
-6.412,-12.315,3.766,5.688,5.129,9.381,30.194,4.600,4.138,12.674,11.363,-7.831,31.616,26.899,-5.230,30.228
-2.635,-11.442,-9.756,-1.929,4.793,11.926,27.805,-9.950,-9.150,8.910,5.819,-12.674,27.384,20.486,-7.098,29.244
-4.289,-15.364,-19.270,-7.002,7.421,14.597,24.914,-21.222,-17.608,8.777,2.238,-2.524,30.976,11.823,-6.889,22.548
-8.093,-22.983,-22.340,-8.702,2.480,10.159,29.677,-24.285,-20.603,-2.590,2.314,12.091,35.296,12.761,-14.459,20.933
-3.024,-22.034,-18.829,-9.148,10.960,6.569,23.010,-21.445,-18.382,-6.698,3.849,5.789,30.435,3.090,-12.703,18.904
-4.727,-17.887,-10.487,-15.472,13.167,3.449,27.516,-13.059,-10.803,-11.032,-0.851,13.136,26.878,1.151,-12.302,13.376
-3.034,-7.209,35.656,-19.170,10.413,3.619,20.313,38.809,35.127,-10.757,-2.905,16.865,23.076,3.116,-8.676,11.488
0.300,-12.517,46.825,-24.334,10.063,1.958,7.911,51.485,45.233,-22.243,-4.286,20.938,22.212,2.611,-10.759,5.631
4.970,-17.159,55.373,-22.481,9.984,-4.168,-0.337,61.008,53.415,-20.310,-5.862,18.258,19.633,8.278,-12.444,2.599
1.375,-12.158,22.645,-22.421,11.948,1.455,-11.617,25.243,22.320,-23.446,-6.254,23.090,14.623,1.336,-13.651,0.873
11.225,-10.433,19.023,-27.005,10.981,-4.241,-5.242,21.736,19.056,-22.932,-5.866,16.974,10.665,-3.052,-1.599,2.035
8.088,-10.405,9.668,-25.006,12.305,-10.409,-11.913,9.845,10.188,-22.065,-7.886,11.003,1.956,-3.048,6.376,2.011
13.116,-3.680,-3.543,-26.714,8.901,-9.162,-12.627,-4.117,-2.766,-18.572,-2.618,4.809,3.603,-3.830,10.105,-5.288
19.889,-1.761,-18.441,-29.086,3.870,-14.255,-11.908,-21.141,-16.712,-16.121,3.788,-3.753,-0.621,-7.639,5.143,0.876
9.349,6.795,-31.284,-28.058,9.730,-13.196,-12.378,-34.395,-29.071,-21.831,5.368,3.786,-7.608,-2.322,3.467,-3.035
2.692,-0.027,-38.745,-20.867,3.170,-17.404,-9.693,-42.489,-35.738,-22.269,10.720,-3.123,-7.931,-0.075,4.373,5.152
6.745,-3.812,-40.142,-14.229,-3.651,-15.128,-12.726,-44.019,-36.916,-18.854,12.272,-2.709,-10.438,-2.499,11.998,1.051
6.046,8.583,-34.910,-9.523,-6.869,-15.253,-8.168,-37.774,-31.840,-25.112,13.684,-11.709,-12.879,3.400,12.623,9.011
7.338,10.978,-24.938,-0.537,-8.636,-19.728,-6.612,-26.525,-21.922,-17.591,15.148,-6.821,-3.123,4.956,13.108,7.407
1.330,16.594,-11.128,-1.360,-6.367,-15.420,-5.155,-12.081,-9.535,-10.086,18.585,-18.517,-2.107,3.003,20.303,9.214
-3.137,10.548,1.302,7.926,-12.368,-10.444,-1.752,1.295,2.571,-10.261,18.331,-26.843,-5.946,4.389,20.494,9.900
-9.890,15.048,11.264,15.359,-10.936,-11.372,10.248,11.489,10.780,-3.443,18.538,-25.659,-1.922,17.340,18.482,15.057
-9.490,12.012,14.550,21.295,-5.017,-8.370,3.629,15.352,13.777,2.379,19.485,-26.068,4.502,17.616,18.744,11.191
-10.009,7.452,12.000,24.185,-9.073,-3.980,15.130,13.061,11.758,12.819,18.304,-24.897,6.732,24.309,17.413,13.236
-16.699,4.250,3.814,24.553,-2.866,-4.805,22.868,4.661,4.924,5.207,17.898,-25.251,12.589,20.233,10.864,18.087
-13.736,-1.160,-7.420,24.471,-3.107,7.249,18.623,-8.516,-6.814,11.283,17.064,-22.878,14.730,18.438,9.148,17.576
-6.355,-3.973,-18.983,19.965,-10.008,13.270,21.736,-21.938,-17.853,20.382,12.902,-18.297,21.234,19.684,0.805,21.153
-14.485,-6.134,-28.770,11.269,-2.943,10.907,20.269,-32.022,-26.863,13.165,11.582,-16.065,16.351,15.044,-0.359,20.786
-9.662,-0.840,-32.456,11.305,1.615,10.178,20.728,-37.216,-30.752,14.343,7.638,-13.150,14.264,25.950,-6.618,20.725
-7.356,-8.654,-29.744,4.608,6.534,17.026,26.054,-34.643,-28.939,11.495,5.047,-8.348,20.435,20.220,-5.738,20.114
-6.510,-4.898,-21.825,4.666,9.792,10.699,20.926,-24.516,-20.765,14.864,-3.049,-3.135,16.998,18.521,-14.369,22.352
-3.493,-9.111,-8.534,0.574,7.858,12.414,14.655,-9.975,-8.465,8.876,-2.816,-5.628,18.015,13.046,-12.222,19.636
-2.651,-9.250,5.950,-1.602,15.591,4.949,16.754,7.204,6.614,0.768,-0.545,0.904,15.855,9.907,-19.068,11.584
-0.889,-7.526,20.054,-5.544,18.603,7.940,14.183,21.752,19.656,4.602,-13.441,8.880,14.245,9.325,-13.815,3.345
4.609,-11.359,29.611,-9.828,9.295,7.335,14.546,31.289,28.360,-5.865,-11.782,6.566,9.483,12.792,-9.816,4.158
3.576,-13.411,32.572,-7.494,8.527,10.037,11.158,35.739,31.305,-12.851,-14.948,15.386,11.398,4.233,-9.226,3.504
10.964,-13.683,30.045,-9.838,1.619,4.552,9.527,32.794,28.033,-12.436,-20.179,9.297,8.702,-2.246,-2.897,4.813
25.382,-12.979,22.108,-10.834,8.183,2.657,-1.080,22.992,20.030,-17.981,-16.237,0.328,2.972,-1.463,-8.407,-0.652
26.010,-15.630,9.853,-15.273,1.260,-4.329,-3.392,9.690,8.926,-20.298,-12.690,4.294,-1.036,-4.333,-3.021,-7.004
30.249,-14.878,-1.901,-17.624,-1.087,-8.764,-8.203,-2.576,-1.487,-18.716,-12.769,10.607,-5.405,-10.396,2.018,-6.245
30.574,-13.557,-11.198,-22.556,6.624,-12.112,-12.138,-12.212,-10.352,-23.593,-14.177,10.250,-12.274,-6.984,8.799,-7.893
34.779,-7.900,-15.051,-23.956,1.818,-16.624,-9.498,-16.125,-13.111,-16.974,-8.440,7.610,-18.209,-6.901,8.818,-6.555
31.077,-10.402,-12.119,-19.747,-0.904,-9.886,-13.325,-14.172,-11.486,-18.004,-1.628,1.742,-15.258,-3.427,13.806,-5.578
31.910,-7.866,-3.686,-8.686,-1.598,-9.953,-15.993,-4.550,-3.687,-14.199,-1.080,-1.084,-9.815,-5.444,15.880,-11.126
24.698,-7.368,8.624,-5.728,-6.232,-2.620,-11.198,9.395,8.444,-19.399,-0.872,-4.587,-14.830,4.746,20.157,-12.568
20.915,-1.448,22.013,-7.280,-6.469,-10.253,-12.397,24.201,21.337,-19.594,6.776,-12.940,-26.585,3.440,26.861,-6.782
15.800,2.834,33.327,-7.130,-9.917,-10.290,-7.868,35.927,30.994,-16.178,8.133,-18.757,-24.005,3.388,22.848,-3.462
20.317,4.160,39.343,5.417,-8.420,-9.003,-5.527,43.439,37.576,-13.170,7.775,-18.969,-14.348,10.830,20.594,1.019
16.549,4.615,38.869,13.713,-8.485,-3.923,-6.469,42.869,37.498,-3.029,11.985,-14.892,-11.543,23.422,27.180,2.270
12.365,-3.218,32.412,10.355,-12.240,-8.456,-3.046,36.052,31.207,6.366,8.950,-14.633,-11.482,25.657,25.337,17.106
-2.195,9.225,21.034,9.676,-13.934,1.915,3.447,23.115,19.295,11.789,10.361,-20.590,-7.960,22.734,17.208,16.614
-1.224,13.120,6.099,20.704,-17.573,-0.706,-2.287,7.201,5.255,9.253,9.600,-20.171,-6.961,24.787,14.344,11.257
-9.519,5.174,-8.074,17.583,-6.470,-0.315,6.491,-8.126,-7.167,16.359,10.598,-23.839,-0.484,22.051,11.795,10.827
-11.875,4.332,-18.096,13.170,-5.822,1.327,5.477,-19.899,-16.741,15.381,5.387,-23.665,7.431,27.509,13.237,20.874
-16.425,-1.302,-22.887,4.023,0.324,8.449,11.713,-25.368,-21.739,12.554,5.376,-17.235,8.232,23.109,4.234,25.298
-19.567,0.151,-21.535,14.634,3.947,14.753,25.390,-23.121,-19.306,10.857,7.366,-25.898,20.704,29.877,-0.534,20.130
-20.823,-3.800,-13.575,9.067,0.221,17.806,21.326,-13.898,-11.601,13.116,3.524,-29.577,15.600,19.203,-5.629,20.778
-17.413,-5.007,-2.196,13.635,6.172,18.409,22.008,-1.488,-1.453,13.275,-2.087,-17.240,15.700,16.844,-11.977,24.278
-15.664,-9.297,10.043,11.170,11.754,11.684,25.390,11.413,8.775,-0.226,-1.029,-17.894,19.196,23.158,-15.078,20.569
-7.591,-18.459,18.645,2.942,7.748,17.260,23.163,21.153,18.097,9.423,-7.772,-11.794,16.030,26.291,-13.910,17.703
-3.110,-20.319,22.754,-0.023,14.249,5.038,14.044,25.434,22.017,2.510,-8.487,-5.632,11.374,23.310,-10.289,15.457
-1.079,-28.284,20.891,1.535,19.343,6.479,23.143,22.373,19.832,11.554,-8.270,-10.353,12.582,21.521,-13.540,5.695
9.188,-26.885,12.521,0.519,21.934,6.139,13.955,13.564,11.630,2.043,-11.237,-4.169,8.795,12.083,-8.915,4.334
6.131,-22.918,-0.345,-5.656,21.324,4.889,16.885,-0.641,-0.521,-0.866,-12.702,-6.106,-0.163,12.450,-10.842,4.427
12.403,-21.521,-14.879,6.032,22.449,-1.405,14.771,-16.969,-14.124,-8.358,-11.973,2.056,5.765,8.210,-6.229,-0.096
15.941,-20.623,-27.523,3.523,25.013,-2.065,15.245,-31.149,-27.302,-14.176,-13.316,1.918,1.601,-3.119,-0.605,-0.955
18.413,-19.874,-36.980,-3.415,23.236,-11.779,4.042,-40.357,-35.647,-16.321,-15.612,1.583,-4.232,-8.766,0.262,-10.168
26.551,-24.920,-39.468,-9.984,15.057,-18.589,-4.762,-43.431,-38.473,-13.967,-9.030,1.634,-13.568,-4.659,-1.012,-5.149
23.386,-19.433,-36.198,-3.676,10.023,-18.314,-8.242,-38.849,-34.284,-18.877,-4.404,-0.011,-18.840,-2.967,2.622,-11.163
18.193,-11.867,-27.111,-8.286,12.546,-19.540,-5.880,-27.842,-25.053,-20.477,-10.584,-3.906,-16.951,-6.646,7.121,-10.706
14.872,-4.692,21.874,-7.403,9.126,-17.707,-8.610,25.308,21.177,-15.689,-3.868,1.391,-18.779,-11.255,10.490,-14.848
