Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,P3,Pz,P4,O1
17.168,-9.442,14.437,-15.705,9.816,-29.779,-1.542,-11.815,-5.024,-15.351,42.415,-14.520,0.768,17.405,47.655,12.676
15.060,-1.428,22.305,-21.293,8.549,-24.160,-1.694,-2.475,2.148,-6.294,49.597,-7.681,14.829,16.332,45.275,13.263
18.507,-3.839,15.876,-13.187,4.039,-13.355,4.577,-4.333,8.637,-3.750,40.855,-8.664,14.699,8.310,47.286,17.698
12.682,-4.813,-4.553,-11.087,8.684,-3.346,16.994,-9.641,7.772,-5.699,39.926,6.079,27.093,9.204,40.919,23.784
16.035,-14.050,1.593,3.935,9.402,-3.764,3.208,-1.742,6.102,-3.628,34.064,5.353,48.481,-0.634,29.848,23.559
5.948,-13.807,-1.762,4.720,3.199,-4.011,5.286,9.206,12.448,-6.636,17.449,8.032,55.801,3.650,17.682,23.403
-5.839,-13.293,5.472,1.386,12.394,3.547,22.594,21.458,11.368,7.339,14.522,11.713,48.603,-10.488,8.829,22.693
-2.975,-16.914,7.948,13.226,5.468,1.882,19.642,27.329,6.206,12.571,9.407,13.268,44.070,-18.683,-8.475,10.907
-1.323,-14.430,10.514,7.330,5.572,8.641,18.039,24.598,7.919,24.196,2.466,16.990,32.658,-26.683,-27.093,-3.520
-6.582,-2.410,6.933,5.733,0.913,-1.636,14.903,26.077,1.726,22.116,-5.328,19.119,20.545,-30.719,-33.994,-18.425
-10.708,0.122,0.034,3.291,-8.010,3.094,9.093,38.095,-6.078,26.661,-9.318,19.250,13.057,-37.318,-43.635,-25.855
-2.651,6.424,-8.321,2.216,-6.383,4.170,9.298,34.948,-0.728,24.610,-9.930,6.196,1.957,-39.586,-46.177,-30.509
-4.339,15.478,-13.847,-1.550,-0.786,3.760,3.884,20.857,0.895,25.273,-7.797,23.787,-19.915,-38.324,-47.612,-31.719
-9.082,20.359,-22.643,-5.435,-1.613,14.063,-9.112,18.416,-1.617,23.745,-5.568,29.697,-29.462,-34.834,-52.536,-38.947
-3.203,20.895,-35.364,7.386,1.802,2.091,1.683,2.744,-10.711,10.460,1.701,14.501,-31.304,-28.656,-46.285,-38.290
-14.911,18.966,-38.530,15.527,11.872,7.375,-6.461,-5.833,-6.461,5.670,5.606,23.310,-38.641,-15.281,-28.164,-43.820
-20.158,27.393,-31.606,6.342,16.539,14.645,-14.687,-9.923,-13.517,1.833,7.250,21.709,-37.252,3.543,-27.955,-40.152
-10.693,22.452,-26.590,9.394,23.776,20.779,-25.222,-17.113,-22.209,-10.676,14.911,19.082,-46.316,24.585,-4.148,-33.550
-14.419,20.968,-25.481,-9.109,29.349,13.500,-22.132,-21.389,-24.828,-12.311,11.093,18.106,-34.042,30.181,8.924,-20.649
-19.497,16.637,-15.309,-8.823,35.755,2.025,-14.055,-23.694,-29.223,-14.885,5.531,-2.845,-26.638,34.635,13.892,-11.316
-19.930,2.136,1.415,-5.925,39.639,-4.339,-10.078,-17.219,-40.856,-13.721,-4.869,-8.543,-26.640,43.392,18.637,3.058
-21.461,-9.534,5.021,-13.837,42.171,-13.913,-9.755,-14.386,-41.722,-13.586,5.353,-15.481,-14.914,44.642,26.160,11.475
-14.265,-15.970,17.272,-15.950,37.528,-19.139,14.436,-2.504,-47.329,-11.643,10.975,-16.187,-21.043,49.668,26.461,25.664
-3.597,-16.898,12.510,-27.215,35.885,-26.497,13.344,-8.802,-46.725,-11.353,14.997,-15.064,-20.425,44.090,40.841,36.050
12.017,-14.999,9.483,-38.791,26.309,-20.761,12.631,-1.330,-36.081,-4.217,24.377,-15.466,-19.655,34.277,38.144,30.409
12.416,-16.737,30.553,-36.785,23.335,-27.265,25.483,0.194,-24.939,-5.669,19.126,-14.662,-11.501,20.606,27.972,32.066
21.924,-23.999,26.290,-36.686,17.650,-33.400,24.113,-4.784,-19.499,-15.768,26.288,-9.583,-6.982,14.026,20.263,37.363
24.895,-14.798,17.867,-18.082,11.352,-22.688,23.122,8.672,-12.673,-18.439,26.896,-6.173,9.273,5.372,19.008,28.063
22.293,-15.564,11.070,-17.864,6.492,-11.871,22.095,3.456,6.584,-20.964,33.801,3.454,16.452,-1.731,14.171,19.489
25.253,-9.592,1.709,-15.369,2.638,-4.480,21.953,6.918,6.057,-16.709,33.599,13.330,18.914,-2.547,15.807,16.365
21.458,-11.197,0.263,-10.049,1.134,-5.341,11.685,15.747,10.677,-19.991,37.432,25.571,18.428,-16.896,9.589,15.794
11.664,-8.523,0.877,12.820,2.710,1.270,7.308,15.526,4.814,-18.174,33.077,18.372,34.960,-13.373,8.219,7.890
-1.766,-7.252,6.883,3.920,0.278,4.922,7.256,20.713,8.964,-8.953,18.886,28.341,28.508,-18.738,-3.075,2.866
-3.905,-7.997,1.511,6.929,6.911,7.886,7.947,10.564,-2.209,3.633,9.469,35.248,31.522,-20.592,-12.232,-5.207
-13.562,-0.872,-4.366,18.218,10.093,7.922,1.754,11.003,-3.008,9.458,4.027,32.006,31.767,-24.610,-24.027,-10.539
-16.681,-4.517,8.780,22.791,13.536,10.080,6.857,16.796,-5.390,10.318,-5.803,32.229,17.296,-30.828,-29.294,-13.127
-16.235,-4.337,-3.786,13.077,12.736,8.246,8.316,9.160,-17.232,20.269,-12.684,39.112,8.948,-28.170,-43.818,-31.380
-25.758,5.415,0.650,25.955,14.996,13.032,9.526,18.463,-24.681,15.071,-7.874,30.462,-6.135,-26.326,-42.745,-40.018
-25.786,9.481,-18.438,5.313,14.685,2.729,4.428,9.318,-24.018,20.026,-10.548,23.929,-20.086,-29.614,-45.036,-44.917
-26.275,18.752,-24.304,0.311,8.478,-0.460,-4.392,11.544,-28.937,18.243,-10.500,10.261,-21.646,-31.386,-50.478,-58.167
-17.948,30.624,-25.326,-8.262,8.782,-6.966,-3.889,0.841,-27.930,19.052,-13.759,8.496,-38.873,-14.731,-40.503,-57.612
-17.029,23.826,-18.861,-8.426,13.085,-9.049,-0.619,-1.008,-24.138,11.333,-13.722,20.188,-49.632,-8.832,-33.052,-53.209
-12.919,21.427,-16.359,-17.158,20.770,-6.558,-5.160,-9.053,-15.732,-0.746,-2.084,11.867,-49.592,-7.747,-15.100,-38.294
-9.343,28.285,-23.915,-7.867,17.798,-16.729,-17.146,-18.145,-24.770,-6.485,10.606,17.363,-46.400,9.292,-2.265,-37.655
-0.561,19.081,-14.159,0.837,26.998,-10.777,-22.443,-12.627,-30.989,-16.173,12.608,14.830,-40.549,24.238,9.428,-28.782
-6.642,22.400,-15.545,-0.286,33.297,-19.988,-18.568,-23.857,-25.385,-9.147,21.730,12.430,-38.418,31.357,29.500,-16.775
-9.310,13.066,-8.715,-15.682,36.945,-21.423,-21.991,-18.979,-26.165,-14.105,21.187,16.272,-35.039,39.998,36.987,-4.118
-7.204,-3.440,5.797,-12.314,34.679,-15.219,-12.626,-19.540,-29.246,-14.078,28.623,13.781,-25.938,45.917,47.792,2.647
-2.253,-13.241,-2.161,-23.864,36.878,-13.171,-1.035,-16.751,-25.432,-12.191,23.920,4.602,-13.822,45.901,55.244,17.864
-1.899,-12.241,11.199,-13.385,33.420,-15.657,2.915,-14.023,-39.919,-11.733,11.237,4.543,-13.713,39.096,54.447,40.350
4.484,-15.436,11.126,-21.432,34.300,-17.666,13.208,-2.835,-37.748,-15.008,15.772,-10.561,0.715,30.044,52.479,40.661
8.621,-18.983,17.920,-26.092,25.524,-26.880,20.898,11.385,-27.791,-6.897,11.832,-15.842,8.611,24.793,44.288,38.541
9.256,-28.210,28.029,-24.860,21.781,-35.043,31.568,13.679,-22.147,-6.882,18.323,-14.523,13.446,15.406,41.829,32.018
14.336,-23.219,21.766,-25.260,17.204,-40.887,34.475,11.507,-13.423,-9.112,16.793,-10.311,17.004,1.080,30.260,34.838
21.473,-23.866,26.617,-24.344,6.511,-40.046,33.130,22.572,-14.527,0.387,23.992,-11.139,14.602,-10.792,13.518,34.324
25.533,-12.970,25.834,-17.846,0.271,-25.469,21.754,15.804,-5.337,-0.312,29.631,-3.900,16.127,-24.508,16.889,27.262
22.866,-13.418,14.091,-17.557,-4.879,-22.496,21.573,10.657,-1.290,-5.008,34.846,5.720,17.415,-30.803,6.365,20.367
17.262,-10.048,10.010,-7.971,-0.206,-11.759,21.485,9.993,9.964,-2.906,38.827,8.126,15.701,-41.325,-1.283,20.849
15.081,-0.764,-4.731,-1.607,-8.121,4.265,11.869,9.671,7.531,3.389,24.840,21.004,28.236,-30.149,-9.421,12.359
11.793,-1.852,-25.672,4.922,-4.537,6.231,2.622,7.549,10.066,3.959,26.593,24.936,29.041,-35.740,-14.800,1.678
3.303,2.898,-18.133,8.706,-2.364,21.494,-3.394,8.431,5.152,5.533,22.482,39.290,22.282,-44.210,-11.887,-9.248
-12.221,3.051,-29.064,8.159,2.239,17.792,-2.650,8.221,8.041,21.106,13.381,33.695,23.327,-48.713,-19.813,-20.478
-10.105,4.200,-29.904,8.205,3.931,19.783,-13.885,5.309,7.428,19.842,8.631,30.946,12.865,-37.923,-30.458,-25.784
-18.659,6.756,-23.583,-6.021,5.502,24.937,-1.129,8.746,5.878,19.894,-9.148,20.860,1.817,-27.970,-37.315,-21.671
-19.539,2.979,-11.491,-2.320,8.422,22.904,2.465,15.703,-15.282,30.072,-17.371,14.747,-8.302,-25.192,-32.138,-28.398
-23.981,12.232,-13.442,5.013,10.019,18.752,0.587,8.628,-16.377,33.436,-21.549,9.412,-15.537,-31.823,-38.324,-22.913
-27.976,14.922,-18.684,-2.526,16.211,16.970,-0.004,5.949,-21.138,30.678,-17.161,-6.639,-26.380,-3.316,-32.868,-23.336
-23.238,19.172,-5.216,-14.470,19.522,8.120,-10.053,-2.835,-27.294,32.233,-19.705,-5.779,-36.955,-1.426,-28.448,-26.120
-17.587,20.958,-10.702,-17.408,9.307,-0.789,-17.602,-2.470,-28.122,23.968,-7.181,-14.510,-42.945,2.192,-23.507,-31.006
-14.693,27.345,-13.933,-19.886,9.211,-3.026,-11.346,-6.323,-28.123,18.496,-5.444,-8.717,-48.333,20.761,-17.224,-28.091
-0.014,28.722,-20.447,-14.926,12.884,-20.555,-14.886,-14.718,-27.702,8.559,9.599,-11.922,-52.882,18.370,-8.247,-26.773
-3.764,20.570,-9.764,-5.955,17.637,-14.222,-12.116,-23.395,-16.443,-4.094,16.545,-12.292,-50.595,14.886,10.588,-26.635
-0.185,14.262,-14.151,-9.226,24.714,-15.331,-9.443,-19.003,-17.960,-18.402,20.988,-13.524,-34.670,30.357,19.058,-10.059
7.689,2.302,-7.556,-13.663,27.607,-12.631,-8.898,-18.385,-15.931,-21.388,27.802,-19.449,-24.809,31.000,29.815,3.395
6.311,-7.364,-8.045,-10.367,31.036,-11.023,-0.166,-24.797,-26.182,-19.584,21.138,-16.204,-8.241,43.922,45.417,17.402
-2.106,-10.066,-6.615,-9.923,32.788,-20.678,-10.248,-20.047,-19.802,-18.596,19.531,-15.734,6.100,46.057,37.895,27.856
-12.148,-11.177,2.670,-11.194,33.926,-14.163,-0.121,-17.088,-20.957,-21.087,10.931,-9.697,21.587,42.239,41.031,33.783
-9.856,-22.855,13.638,-12.844,37.038,-17.786,9.092,-4.281,-20.574,-13.140,17.640,-11.387,18.834,32.622,37.691,32.621
-8.131,-21.512,23.927,-20.810,28.678,-16.485,24.113,4.199,-15.321,0.141,26.474,-9.793,26.240,27.800,38.566,37.405
-4.032,-23.828,24.501,-28.859,26.085,-30.443,25.300,15.098,-19.379,14.876,26.887,-5.540,28.248,14.251,30.453,37.672
-0.885,-24.402,16.940,-26.764,18.723,-28.197,31.574,26.884,-9.576,11.178,16.942,-13.153,34.429,3.945,17.612,43.286
8.592,-14.947,10.854,-32.336,16.629,-15.000,33.625,20.778,2.651,16.129,14.993,-12.822,35.949,-19.368,5.045,27.881
11.881,-9.619,16.509,-17.724,14.977,-15.241,26.944,22.126,5.688,19.003,14.957,-15.927,34.736,-31.385,-5.624,17.218
8.268,-1.823,5.617,-9.487,-6.175,-7.537,14.560,22.556,1.967,20.850,19.449,-7.252,25.067,-37.253,-18.336,-2.802
6.667,1.575,1.555,-13.191,-10.004,-7.025,16.713,22.672,5.307,9.177,28.047,1.563,14.828,-46.898,-22.393,-2.638
8.280,1.333,-2.462,-6.094,-9.316,2.177,11.988,17.620,8.212,12.044,12.019,8.448,10.343,-56.544,-20.885,-17.808
-3.039,9.351,-14.419,-4.631,-4.628,11.120,-3.789,20.215,17.254,13.428,10.110,18.734,0.945,-45.628,-27.399,-29.714
-13.007,10.136,-19.227,12.149,-1.060,22.171,-10.725,9.608,9.107,9.714,6.175,22.403,-5.250,-47.323,-23.825,-38.143
-18.897,11.662,-24.299,15.744,4.424,22.916,-14.045,-7.934,5.380,8.939,3.041,26.106,2.201,-34.646,-11.660,-47.842
-20.931,13.102,-19.758,12.378,8.939,34.351,-15.928,-4.139,5.848,18.993,-1.807,27.457,-3.595,-24.402,-17.946,-52.249
-25.215,13.626,-24.531,20.519,16.785,25.559,-24.275,-3.789,-2.981,13.996,-5.655,22.175,-13.335,-9.909,-18.570,-46.788
-29.813,12.166,-18.347,13.198,27.759,31.572,-22.789,-0.149,-8.606,14.616,-11.577,20.286,-15.073,-1.765,-22.141,-42.606
-36.439,6.813,-4.523,7.692,32.596,25.053,-14.434,-7.058,-20.119,13.400,-10.773,11.896,-32.525,5.983,-12.581,-44.599
-37.081,10.644,5.119,-0.604,32.427,7.783,-7.728,-17.961,-38.639,16.968,-10.343,0.991,-37.028,12.505,-12.780,-36.717
-32.952,9.919,1.573,-12.168,28.828,-2.999,-12.171,-12.031,-40.994,17.347,-4.301,-11.012,-50.843,19.463,-3.706,-28.005
-29.205,6.953,-1.760,-24.352,32.927,-9.855,-7.617,-1.806,-40.643,10.026,2.138,-25.402,-45.599,22.922,-1.008,-21.335
-17.333,7.273,0.653,-21.747,34.147,-16.612,-0.859,-16.564,-38.628,1.146,-0.431,-20.572,-45.009,24.763,13.129,-13.107
-7.143,1.762,3.188,-28.563,43.246,-18.459,-0.454,-17.375,-34.208,0.478,9.034,-24.991,-42.539,39.329,9.237,-5.311
-0.027,6.744,2.274,-26.219,35.924,-29.242,4.171,-20.822,-33.890,-4.398,19.347,-18.635,-40.552,39.719,10.562,-3.072
9.939,0.916,-2.887,-24.280,34.074,-36.283,3.526,-20.780,-14.800,-14.483,20.936,-20.202,-33.126,36.551,23.864,6.768
23.606,0.213,-0.350,-18.623,25.661,-31.371,-1.160,-26.732,-14.675,-30.774,18.449,-13.535,-20.494,38.519,37.374,13.049
26.019,-6.077,6.677,-20.340,27.980,-18.732,2.220,-30.670,-10.937,-30.985,32.773,-4.736,-6.428,37.630,46.944,26.641
23.088,-13.679,9.588,-17.337,30.223,-21.322,3.654,-16.792,-6.628,-27.501,35.183,1.618,1.666,35.721,48.089,18.921
17.867,-15.771,15.688,-13.538,26.422,-21.493,13.839,-12.003,2.097,-27.315,26.848,3.011,20.700,28.110,41.721,21.489
23.020,-24.452,30.915,-6.251,24.378,-19.579,15.423,-1.517,10.360,-19.783,20.468,0.126,32.002,28.443,43.610,39.645
16.671,-35.433,20.344,-6.145,22.939,-13.805,9.703,8.497,4.350,-11.723,21.636,-0.912,38.809,27.815,41.843,36.323
15.380,-36.364,17.300,-3.937,22.166,-6.266,7.203,10.371,2.568,-3.430,4.481,7.122,34.751,5.584,35.968,34.528
0.050,-36.371,18.007,-5.114,16.439,-10.325,20.431,9.265,6.283,5.771,17.783,5.133,38.761,-4.889,25.046,32.843
7.095,-27.324,19.468,-9.566,13.133,-5.226,31.903,19.149,4.808,11.106,10.817,4.863,37.408,-19.284,8.046,25.596
10.350,-21.073,16.695,-7.216,-0.928,-17.910,33.145,35.572,10.377,30.781,-2.195,9.307,28.990,-29.083,-9.671,15.383
11.552,-9.986,13.771,-1.464,-5.966,-11.974,29.218,26.385,2.356,29.181,-9.048,4.382,27.025,-42.076,-27.292,3.103
10.621,-4.208,14.734,8.305,-9.062,-9.493,26.861,24.101,2.726,28.909,3.892,9.482,11.940,-45.576,-36.424,-13.820
5.211,6.873,5.337,3.245,-9.938,-3.309,11.414,15.465,13.731,18.076,-2.555,13.759,-1.250,-48.585,-33.412,-25.853
4.325,10.236,-0.104,14.164,-10.886,-2.929,1.984,9.654,14.332,13.465,-2.201,18.246,-13.259,-46.615,-42.059,-40.667
-3.580,16.667,-7.902,14.483,-0.933,1.500,0.611,9.337,5.696,15.457,-3.667,25.081,-13.574,-38.991,-39.614,-47.628
-8.364,14.942,-11.345,14.977,2.851,17.442,-20.975,-4.842,10.110,13.831,4.161,29.880,-9.902,-36.724,-40.603,-47.772
-9.964,15.902,-19.390,15.108,5.919,15.504,-25.441,-5.048,3.864,15.935,5.859,21.377,-11.196,-32.462,-25.481,-55.292
-19.146,12.672,-24.716,12.745,22.185,15.596,-25.422,-14.790,3.104,11.296,2.479,22.650,-18.272,-13.344,-25.292,-53.963
-21.828,15.134,-21.024,8.033,29.283,15.886,-26.874,-9.696,-8.409,9.277,-0.839,29.719,-16.342,1.628,-17.511,-39.775
-31.435,8.261,-14.936,13.030,35.190,15.405,-19.692,-7.896,-14.511,9.053,1.424,11.436,-8.722,16.881,-0.708,-32.015
-37.806,5.878,-4.653,2.147,37.756,2.615,-20.593,-12.045,-26.092,12.981,8.979,8.738,-21.416,28.131,8.727,-26.174
-32.975,3.540,8.914,-1.832,38.002,2.237,-19.623,-16.351,-20.021,-1.943,2.764,-3.489,-16.493,36.818,14.757,-5.817
-25.081,3.803,15.100,-8.829,36.726,-9.249,-14.431,-5.586,-25.505,11.236,0.154,12.936,-21.025,41.444,22.061,1.543
-10.580,3.242,10.748,-25.130,40.042,-23.286,-6.248,-3.173,-31.044,9.801,-0.878,-3.633,-20.117,39.635,17.774,3.788
-3.280,-0.050,20.034,-27.074,35.516,-34.325,1.522,-9.232,-29.095,6.006,-0.881,-15.629,-20.136,36.781,19.555,15.640
7.414,3.582,19.826,-37.103,37.408,-30.961,2.946,-10.674,-22.691,-0.080,10.626,-18.069,-22.454,32.015,25.075,16.446
18.799,5.118,13.429,-38.824,23.824,-36.153,11.631,-7.919,-16.760,-6.292,15.483,-11.148,-22.899,28.910,31.524,18.076
24.637,5.472,10.981,-26.297,14.868,-31.039,4.448,-3.494,-13.488,-9.938,21.039,2.301,-13.439,22.767,39.157,15.726
21.058,7.081,16.627,-16.043,12.539,-22.593,9.890,-7.704,-15.013,-14.755,33.957,2.550,-4.845,20.314,32.102,24.180
24.548,-0.212,17.799,-13.862,17.267,-23.404,4.593,-13.452,-0.477,-18.411,43.399,12.460,15.537,12.611,31.788,30.841
14.907,-8.386,12.565,1.286,13.877,-14.629,5.865,-9.340,10.137,-12.953,43.060,14.868,24.091,-0.582,34.809,34.508
18.634,-17.515,15.889,-5.689,5.178,-2.024,13.044,-9.870,13.668,-13.367,38.770,27.762,34.759,0.401,36.022,31.239
22.020,-14.383,6.975,5.684,9.708,2.610,8.442,-1.831,22.109,0.024,37.528,24.806,39.059,-9.075,29.825,24.559
10.965,-18.196,13.806,8.456,9.571,-2.010,4.688,9.949,20.354,6.127,30.336,13.774,42.920,-18.564,16.019,15.691
-3.190,-15.452,18.324,3.177,5.968,2.428,10.375,6.525,13.028,16.999,23.914,7.961,46.279,-20.134,6.439,19.463
-9.604,-13.483,15.291,11.889,4.532,2.386,15.535,9.912,7.905,24.464,19.943,22.327,43.063,-26.389,-8.148,10.554
-4.087,-7.937,11.177,21.580,-0.088,6.192,8.075,29.494,1.036,15.242,6.820,7.247,35.686,-37.739,-17.153,3.648
-12.932,-5.795,3.516,16.360,-6.729,-2.685,10.920,36.135,0.923,25.530,5.389,14.060,25.230,-36.757,-36.200,-3.817
-11.170,6.598,13.823,3.997,-8.299,5.884,9.170,33.392,-6.574,28.644,-3.369,8.178,13.334,-46.308,-41.790,-8.398
-5.654,12.292,0.849,8.530,-2.607,4.837,-2.690,24.165,-2.436,36.795,-5.772,11.941,16.338,-47.443,-44.283,-30.917
-3.984,15.888,-10.807,8.625,-3.985,3.009,-12.887,8.609,-4.665,23.618,-3.674,12.616,-6.569,-41.656,-49.617,-44.504
-8.765,18.858,-18.752,2.641,-1.763,1.274,-8.364,6.889,4.106,18.410,-9.997,6.622,-22.706,-32.814,-49.214,-42.188
-6.896,22.798,-13.521,0.380,5.031,4.996,-7.913,0.767,8.221,7.353,-3.267,8.466,-29.721,-17.330,-46.289,-44.794
-2.176,21.061,-7.534,5.106,9.549,14.671,-13.822,0.424,8.567,1.671,8.722,7.221,-39.167,-10.945,-41.828,-50.116
-5.523,17.886,-14.302,8.436,13.583,7.790,-11.818,-13.599,15.224,-4.449,4.485,2.321,-35.430,10.221,-23.962,-38.126
-4.583,8.765,-11.845,21.173,23.935,9.201,-17.313,-13.412,13.301,-16.282,7.094,-11.208,-36.269,26.743,-11.211,-37.588
-17.497,6.496,-6.961,14.679,31.676,7.124,-11.032,-23.213,-0.142,-10.698,12.873,-15.331,-27.950,38.358,-1.969,-36.799
-19.348,4.969,-10.444,-4.949,34.727,4.439,-22.195,-20.654,-1.438,-10.159,10.064,-3.389,-28.199,44.650,11.139,-25.114
-18.219,-0.561,-3.369,-9.251,45.225,-1.094,-20.316,-13.851,-11.214,-5.797,7.189,-23.091,-31.004,51.527,11.708,-6.837
-14.255,-6.975,5.714,-14.446,50.370,-11.605,-14.372,-16.392,-16.675,-6.187,10.344,-24.291,-21.408,55.286,20.896,9.010
-5.246,-12.016,14.163,-25.861,42.882,-14.681,-5.261,-11.200,-27.230,-16.093,5.367,-37.059,-14.060,50.711,31.478,18.457
2.199,-8.833,21.102,-19.394,38.041,-29.717,9.240,-6.737,-22.786,-9.796,17.023,-25.550,-11.821,48.574,22.895,21.439
3.546,-13.964,26.900,-28.349,23.338,-24.952,1.516,0.687,-14.326,-9.718,16.027,-33.028,-9.964,33.539,21.819,30.505
17.239,-13.179,28.218,-18.538,21.046,-28.308,-0.169,4.400,-16.568,-10.191,26.039,-21.368,-0.830,26.415,25.879,25.759
13.321,-15.698,33.928,-21.518,16.159,-37.199,6.275,5.774,-7.275,-14.097,27.566,-15.442,2.453,16.494,25.160,26.818
15.124,-13.473,20.127,-15.128,13.536,-41.458,13.592,8.807,-5.803,-21.030,35.517,-9.276,3.423,-3.360,18.138,28.258
21.351,-15.811,13.148,-17.189,13.886,-25.206,12.115,3.882,2.356,-20.334,37.588,7.194,5.543,-8.143,22.968,22.930
18.750,-17.499,11.908,-5.541,2.934,-20.713,4.363,7.064,8.042,-19.165,35.287,11.326,20.578,-17.078,20.970,17.459
